finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-correctness-output.txt|codex-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt	accepted	YES	true	major	weak	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_10	codex-specialist-edge-cases-output.txt	accepted	NO	partially-true	minor	weak	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_11	codex-specialist-edge-cases-output.txt	accepted	NO	partially-true	minor	weak	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_12	codex-specialist-edge-cases-output.txt	neutral	NO	uncertain	minor	weak	true	YES	true	major	good	false	NO	true	minor	adequate	false
FINDING_13	cursor-specialist-testing-output.txt	neutral	NO	partially-true	minor	weak	false	YES	true	major	adequate	false	NO	true	minor	adequate	false
FINDING_14	cursor-specialist-testing-output.txt	accepted	YES	true	minor	weak	false	YES	true	major	good	false	NO	true	minor	adequate	false
FINDING_15	cursor-specialist-testing-output.txt	accepted	YES	true	minor	weak	false	YES	true	major	adequate	false	NO	true	minor	adequate	false
FINDING_16	cursor-specialist-testing-output.txt|dyn-architecture-output.txt|dyn-risk-integration-output.txt	accepted	YES	true	minor	weak	false	YES	true	major	adequate	false	NO	true	minor	adequate	false
FINDING_17	dyn-risk-integration-output.txt	neutral	NO	partially-true	minor	weak	false	NO	partially-true	minor	adequate	true	YES	true	major	good	false
FINDING_18	cursor-specialist-testing-output.txt	neutral	NO	true	minor	weak	false	YES	true	major	adequate	false	NO	true	minor	adequate	false
FINDING_19	codex-specialist-testing-output.txt|dyn-architecture-output.txt	accepted	YES	true	major	weak	false	YES	true	major	adequate	false	NO	partially-true	minor	weak	false
FINDING_2	cursor-specialist-correctness-output.txt	accepted	NO	false-positive	minor	weak	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_20	dyn-architecture-output.txt	accepted	NO	false-positive	minor	weak	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_21	dyn-architecture-output.txt	rejected	NO	true	minor	weak	false	NO	true	minor	adequate	false	NO	partially-true	minor	adequate	false
FINDING_22	dyn-architecture-output.txt	accepted	NO	partially-true	minor	weak	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_23	dyn-risk-integration-output.txt	neutral	NO	partially-true	minor	weak	false	YES	true	major	good	false	NO	true	minor	adequate	false
FINDING_24	dyn-risk-integration-output.txt	rejected	NO	true	minor	weak	false	NO	true	nit	adequate	false	NO	true	nit	adequate	false
FINDING_25	dyn-code-quality-output.txt	rejected	NO	true	nit	weak	false	NO	true	nit	adequate	false	NO	true	nit	adequate	false
