finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Cursor-Innovation	accepted	YES	true	major	excellent	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Codex-Arch, Cursor-Edge, Codex-Edge, Codex-Innovation, Codex-Pragmatic, Codex-Requirements	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_3	Cursor-Innovation	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	EXONERATE	partially-true	minor	good	false	Cursor
FINDING_4	Cursor-Innovation, Cursor-Pragmatic	accepted	YES	true	major	excellent	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_5	Cursor-Innovation, Cursor-Pragmatic	accepted	YES	partially-true	major	excellent	false	Claude	YES	partially-true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_6	Cursor-Innovation	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	minor	good	false	Cursor
FINDING_7	Cursor-Pragmatic	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_8	Cursor-Requirements, Cursor-dyn-detection-scope-fit, Codex-dyn-detection-scope-fit	accepted	EXONERATE	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_9	Cursor-dyn-stage-push-reachability, Codex-dyn-stage-push-reachability	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
OOS_2	Cursor-Pragmatic	exonerated	YES	true	minor	adequate	false	Claude	EXONERATE	true	major	adequate	false	Codex	EXONERATE	true	minor	adequate	false	Cursor
