finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Pragmatic	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	good	false	Codex	NO	partially-true	major	excellent	false	Cursor	blocking
FINDING_2	Cursor-Arch	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Cursor-Pragmatic	accepted	YES	true	blocker	good	false	Claude	YES	true	blocker	good	false	Codex	NO	true	blocker	excellent	false	Cursor	blocking
FINDING_4	Cursor-Pragmatic	accepted	YES	true	blocker	good	true	Claude	YES	true	blocker	good	false	Codex	NO	true	blocker	excellent	false	Cursor	blocking
FINDING_5	Cursor-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_6	Cursor-Pragmatic	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	NO	true	major	excellent	false	Cursor	important
FINDING_7	Codex-Generic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	major	excellent	false	Cursor	important
FINDING_8	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	blocker	good	false	Codex	NO	partially-true	major	excellent	false	Cursor	important
FINDING_9	Codex-Generic	accepted					true	Claude	YES	partially-true	major	good	false	Codex	YES	partially-true	major	good	false	Cursor	important
OOS_1	Cursor-Pragmatic	rejected	NO	uncertain		weak	true	Claude	NO	partially-true	minor	no-fix	false	Codex	NO	true		adequate	true	Cursor	latent
