finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Codex-Arch, Codex-Requirements	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_2	Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_3	Cursor-Pragmatic, Cursor-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	blocking	in_scope
FINDING_4	Cursor-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_5	Cursor-Pragmatic, Cursor-Requirements, Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_6	Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_7	Cursor-Requirements, Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	partially-true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
OOS_1	Cursor-Requirements	rejected	NO	partially-true	nit	weak	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_2	Cursor-Requirements	neutral	NO	partially-true	nit	weak	false	Claude	NO	partially-true	nit	adequate	false	Codex	YES	partially-true	minor	good	false	Cursor	latent	oos
OOS_3	Cursor-Requirements	rejected	NO	partially-true	nit	weak	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	nit	adequate	false	Cursor	latent	oos
