Reading the implementation plan and exploring the codebase paths it references.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	plan.txt:23-24 / skills/implement/SKILL.md:420-429 / skills/implement/SKILL.md:1801	ROOT CAUSE D dismissed as NEVER-only; many paths jump straight to Step 18 and skip Step 17	Early bail (tracking-init-failed, coder probe failure, checks fail → skip to Step 18, etc.) never runs write-final-report.sh --print-stdout; Step 18 refresh omits --print-stdout so chat has no structured Cost line on exactly the bail/stall outcomes Decision 5 requires	Add an in-scope step: either route every skip-to-18 path through Step 17 first, or add --print-stdout to the Step 18 write-final-report.sh call and document that contract in skills/implement/SKILL.md; add a harness case that simulates skip-to-18 without Step 17
2	in_scope	important	correctness	discussion-round1.md:37-39 / plan.txt:41	Decision 7 allows a NEVER-rule lint; Approach line 41 promises it but Files to modify has no test or harness entry	NEVER #20 / design anti-halt prose can regress without CI signal	Add grep-based assertions (e.g. in scripts/test-render-cost-line-callsites.sh or scripts/test-design-structure.sh): implement NEVER #20 anchors, design post-5c recap prohibition, and forbidden paraphrase literals (~$10.46 / Design complete.)
3	in_scope	important	correctness	skills/design/scripts/render-final-summary.sh:271-303 / plan.txt:65-71	Degraded fallback in invoke_render() omits set +e around render-run-summary.sh	Under set -euo pipefail a renderer nonzero exit aborts render-final-summary.sh before the proposed fallback runs—worse than implement (zero chat output), especially on --pre-publish-only at skills/design/SKILL.md:972	Mirror write-final-report.sh: wrap the renderer invocation in set +e / capture rc / set -e; only then branch to self-composed body; add a renderer-fail test that proves the script still exits 0 and prints Cost N/A
4	in_scope	important	correctness	plan.txt:51-52 / plan.txt:69 / scripts/render-run-summary.sh:216-218	Stage-2/self-composed fallback bullets do not specify conditional Outcome bullet rules	Self-composed bodies may always emit Outcome (breaking merged happy-path shape) or omit Outcome on cancelled-* (breaking skills/design/scripts/test-render-final-summary.sh:96-114 and renderer parity)	Document and implement the same case "$OUTCOME" in bailed*|stalled|cancelled-*|failed-*) rule as render-run-summary.sh; pass through known OUTCOME/MODE/PATH locally instead of blanket N/A
5	in_scope	latent	architecture	scripts/test-render-cost-line-callsites.sh:119-127 / skills/design/SKILL.md:262-285	New callsite tests cover Step 5c item 9 only, not the shared Final summary block fence used for all cancelled-* / approved-partition / failed-plan-write paths	Regression could remove --post-publish-only from the fence while Step 5c grep still passes; cancellation terminals lose chat summary	Add a third grep invariant on the design-final-summary-anchor block (skills/design/SKILL.md:280-284) requiring --post-publish-only
6	in_scope	latent	architecture	plan.txt:37-38 / plan.txt:63-76	/design fallback is single-stage self-compose only; /implement gets Stage-1 renderer re-invoke without token args	Transient renderer failures caused only by bad token argv on design would emit all-N/A self-compose instead of a best-effort re-render (implement Stage 1 would still succeed)	Optional: add the same no-token-args re-invoke stage to render-final-summary.sh invoke_render before self-compose; or explicitly record the asymmetry as accepted in plan Edge cases
7	in_scope	nit	correctness	plan.txt:101-103 / plan.txt:115-117	Test doc sections say two new cases while plan lists three regression cases each	Implementer may under-deliver the per-agent happy-path harness case	Update skills/implement/scripts/test-write-final-report.md and skills/design/scripts/test-render-final-summary.md to list all three cases (renderer-fail, token-missing, per-agent happy path)
8	in_scope	nit	risk-integration	skills/design/SKILL.md:1011-1013 / plan.txt:87-89	Plan adds anti-halt recap rule at top but does not reconcile existing Step 5 farewell prohibition at line 1011	Duplicate/contradictory terminal-output guidance (farewell vs structured-block-only) weakens model compliance	Merge into one authoritative terminal-output paragraph in Step 5/5c prose cross-referencing the anti-halt addition; remove or narrow the older farewell-only sentence

**1. [correctness]** `plan.txt:23-24` / `skills/implement/SKILL.md:420-429` / `skills/implement/SKILL.md:1801` — Decision 5 requires the structured summary (with `- **Cost**:`) on **all** terminal outcomes including `bailed` / `stalled` / early Step 0 failures. The plan treats ROOT CAUSE D as addressed by NEVER rules only, but ~13 `skip to Step 18` / `jump to Step 18` routes never reach Step 17, and Step 18’s `write-final-report.sh` call has no `--print-stdout`. **Revision:** Route bails through Step 17 or add `--print-stdout` at Step 18 plus a harness case.

**2. [correctness]** `discussion-round1.md:37-39` / `plan.txt:41` — Binding Decision 7 explicitly allows a NEVER-rule lint; the Approach mentions it but no file implements it. **Revision:** Add CI grep pins for NEVER #20 and design terminal-recap prose.

**3. [correctness]** `skills/design/scripts/render-final-summary.sh:271-303` — With `set -e`, a failing `render-run-summary.sh` inside `invoke_render()` exits the whole script before any fallback (ROOT CAUSE B). The plan does not require `set +e` around that call (unlike `write-final-report.sh:356-359`). **Revision:** Specify and implement rc capture before fallback; test renderer-fail exits 0 with Cost N/A.

**4. [correctness]** `plan.txt:51-52` / `scripts/render-run-summary.sh:216-218` — Self-composed fallback schema lists bullets but not the Outcome bullet’s outcome-dependent rule. **Revision:** Match renderer `case "$OUTCOME" in …` logic; preserve real `OUTCOME`/`MODE` where known.

**5. [architecture]** `scripts/test-render-cost-line-callsites.sh` — New assertions cover implement Step 17 and design Step 5c item 9 only, not `### Final summary block` (`skills/design/SKILL.md:280-284`) used for cancellation terminals. **Revision:** Add fence `--post-publish-only` grep invariant.

**6. [architecture]** `plan.txt:37-38` — Implement gets two-stage fallback; design gets only self-compose. **Revision:** Optional Stage-1 re-invoke for design, or document accepted asymmetry.

**7. [nit]** `plan.txt:101-117` — Test markdown sections say “two” new cases but the plan defines three per harness. **Revision:** Align sibling `.md` docs with three cases.

**8. [risk-integration]** `skills/design/SKILL.md:1011-1013` vs `plan.txt:87-89` — Duplicate terminal-output rules. **Revision:** Consolidate Step 5 prose with the new anti-halt bullet.
