1	the planned oserror pool-fallback regression test can pass without ever constructing `processpoolexecutor`. `_resolve_jobs` caps workers at `min(jobs, pair_count)` (`python/duplicate_code.py:300`). a two-module fixture yields one pair, so `--jobs 2` resolves to `1`, `_find_commonalities` stays on the serial path (`python/duplicate_code.py:311-317`), the `oserror` patch never runs, and the new fallback can ship untested.
1	after the single-query refactor, `poll_ci` will read `status.checks_empty` instead of calling `_checks_rollup_empty`. if `_behind_count` returns `none` and the early `cistatus` omits `checks_empty`, it defaults to `false`, so the startup deadline never accumulates empty time even when the checks rollup is empty. that regresses today's second-fetch probe behavior.
1	the plan adds `gather_status` `checks_empty` assertions but not coverage for the `behind_raw is none` path combined with an empty checks rollup. `test_gather_status_behind_probe_fail_preserves_checks_status` only asserts `status` and `behind_count`, so the early-return `checks_empty` gap is easy to miss.
1	`poll_ci` startup-deadline bookkeeping can clear on fetch-failure iterations where checks were not observed. if `gather_status` returns early after git fetch failure with `checks_empty=false` (meaning "not observed" rather than "rollup non-empty"), a transient fetch failure after empty-check polls resets `startup_empty_since` permanently. old code still called `_checks_rollup_empty` and could keep accumulating toward `no_checks`.
1	when `poll_ci` rebuilds `cistatus` after error normalization, the plan omits `checks_empty`. if `gather_status` returned `checks_empty=true` with a blank/error status, the rebuilt `cistatus` defaults `checks_empty` to `false`, allowing startup-deadline accounting on a poll that already observed an empty rollup.
1	the plan specifies only `status="no_checks"` and `checks_empty=true` for deadline expiry. current `poll_ci` copies `behind_count`, `failed_run_id`, `conflicted`, and `pr_view_ok` from the live snapshot (`python/ci_monitor.py:644-649`). a minimal new `cistatus` can drop those fields and diverge from today's expiry return and `grace>0` `no_checks` handling, regressing callers that read the expiry snapshot.
1	`test_poll_ci_startup_deadline_does_not_run_before_non_wait_decision` is not on the planned `test_ci_monitor.py` update list. it monkeypatches `_checks_rollup_empty` (`python/test_ci_monitor.py:866`), which `poll_ci` will stop calling after the refactor. the test will pass vacuously and no longer guard the `decide()==wait` gate for startup-deadline logic.
2	the oos_2 `poll_ci` startup-deadline rewrite plan only clears `startup_empty_since` when `status.checks_observed and not status.checks_empty`, but does not set `startup_deadline_active=false`. current `poll_ci` (lines 656–658) permanently disarms the startup timer in the non-empty rollup else branch. if implementers follow the plan as written, `startup_deadline_active` can stay `true` after checks briefly appear; a later empty rollup in the same or a subsequent poll can restart deadline accumulation and trigger a false `no_checks` bail. this diverges from shipped startup-deadline behavior the plan claims to preserve. existing test `test_poll_ci_startup_deadline_clears_when_checks_appear` only covers checks staying pending afterward and may not catch re-arming.
2	python/ci_monitor.py:637-658 [scope-reduction] startup-deadline rewrite omits the existing one-way deactivation once checks appear. scenario: the current code disables startup deadline after any non-empty observed rollup. if the new logic only clears startup_empty_since and leaves the deadline active, an empty -> pending -> empty sequence can still bail as no_checks after checks already started, which is the same false-trigger class this pr is meant to remove.
3	python/ci_monitor.py:396-452 python/ci_monitor.py:396-452. scenario: _resolve_checks_observation must not delegate rollup emptiness to _checks_rollup_empty
