Reviewing the implementation plan and validating it against the codebase.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	scripts/tracking-issue-read.md:151-152	Plan extends `test-tracking-issue-read-sentinel.sh` but does not update sibling `scripts/test-tracking-issue-read-sentinel.md`	Repo rule and `tracking-issue-read.md` require harness contract docs in the same PR as assertion changes; `agent-lint` / reviewers will flag drift; harness doc already misstates stdout as two lines while code emits three (`ISSUE_NUMBER`, `RUN_ID`, `ADOPTED`)	Add `scripts/test-tracking-issue-read-sentinel.md` to Files to modify: new ISSUE_NUMBER/RUN_ID cases, fixed 3-line success envelope, failure envelopes with `malformed-value-omitted`, and no-echo invariant for RUN_ID
2	in_scope	important	correctness	scripts/get-issue-state.md:38-40	Plan adds one sentence on numeric `--issue` but leaves the Test harness section claiming no sibling harness exists	After `scripts/test-get-issue-state.sh` lands, contract doc contradicts Makefile wiring and misleads future editors	Replace lines 38-40 with a Test harness subsection pointing at `scripts/test-get-issue-state.sh`, `scripts/test-get-issue-state.md`, and `test-get-issue-state` / shard `test-harnesses-18`
3	in_scope	important	architecture	scripts/tracking-issue-read.md:48-59	Plan adds only one sentence for sentinel ISSUE_NUMBER/RUN_ID validation; exit-code table and the line-52 claim that sentinel-path `ERROR=` cannot smuggle multi-line input stay stale	New validation is fail-closed for non-empty malformed `ISSUE_NUMBER`/`RUN_ID` but docs still describe only `ADOPTED` rejection on exit 1; operators reading exit-code semantics get wrong guidance	Expand combination-4 contract: charset rules mirroring `implement-bootstrap.sh:117-130`, empty pass-through, fixed-token errors; update exit-code row 1 to include invalid `ISSUE_NUMBER`/`RUN_ID`; narrow line-52 to fields still echoed (`ADOPTED`) vs fixed-token fields
4	in_scope	important	security	scripts/test-tracking-issue-read-sentinel.sh:44-88	Plan tests embedded-newline injection for `RUN_ID` only, not for `ISSUE_NUMBER`	Same stdout-poisoning class (`ERROR=` / extra KV lines) applies to non-numeric `ISSUE_NUMBER` with embedded newline; asymmetric coverage leaves regression hole	Add sentinel case: `ISSUE_NUMBER` value with embedded newline (heredoc or `$'\n'`), expect exit 1, fixed `malformed-value-omitted` error, and stdout must not contain the raw payload (mirror RUN_ID case 3)
5	in_scope	nit	code-quality	scripts/test-tracking-issue-read-sentinel.sh:76-88	Plan requires stdout must not contain malformed `RUN_ID` verbatim but harness has no `assert_not_contains`	Harness only has `assert_contains` / `assert_equal_stdout`; no-echo invariant will be ad-hoc `grep` or easy to skip	Add small `assert_not_contains` helper (pattern exists in `scripts/test-redact-secrets.sh:62`) and use it for RUN_ID/ISSUE_NUMBER no-echo cases
6	in_scope	nit	correctness	scripts/test-get-issue-state.sh:59-64	Plan covers empty `--issue` and non-numeric values but not whitespace-only `--issue`	`--issue '   '` is non-empty so it skips the required check and should hit new numeric validation with a third distinct error shape; gap risks accidental trim/regex change later	Add case: `--issue '   '` → exit 1, `ERROR=--issue must be numeric` (documents no trimming)
7	in_scope	latent	risk-integration	skills/implement/scripts/test-implement-bootstrap.sh:145-170	Integration harness stubs `tracking-issue-read.sh` without the new ISSUE_NUMBER/RUN_ID charset checks	Production `tracking-issue-read.sh` can regress while `test-implement-bootstrap.sh` still passes; mitigated by new sentinel harness but not by bootstrap stub	Note in plan Testing strategy: bootstrap stub intentionally shallow; optional follow-up to mirror charset rules in sandbox stub for defense-in-depth
8	in_scope	nit	correctness	scripts/tracking-issue-read.sh:272-275	Validation is ordered ISSUE_NUMBER → RUN_ID → ADOPTED	Sentinel with multiple invalid fields (e.g. `ISSUE_NUMBER=abc` + `ADOPTED=yes`) will surface a different `ERROR=` than today (ADOPTED-only); acceptable for bootstrap but changes direct `--sentinel` CLI diagnostics	Document precedence in `tracking-issue-read.md` and add one multi-invalid sentinel harness case if CLI stability matters
9	[OUT_OF_SCOPE]	latent	architecture	scripts/implement-bootstrap.sh:117-131	Charset logic is triplicated (bootstrap `valid_*` + two script entry points) with no shared library	Plan’s KISS choice is reasonable; future charset drift between bootstrap and scripts could re-open malformed-sentinel paths	Track follow-up: `scripts/lib-sentinel-validate.inc.bash` sourced by bootstrap + readers, or codegen from one table
10	[OUT_OF_SCOPE]	latent	correctness	scripts/implement-bootstrap.sh:441-447	Branch 1 resume never re-runs `get-issue-state.sh`	Closed or PR-converted issues can still resume from a stale sentinel when `ADOPTED=true` and argv match; pre-existing, not introduced by this PR	Separate issue: re-probe GitHub state on Branch 1 resume or refuse resume when `STATE!=OPEN`
