finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Innovation, Cursor-Requirements, Cursor-dyn-Calibration Correctness, Cursor-dyn-Log Integration Risk	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	blocking	in_scope
FINDING_2	Codex-Arch, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements, Cursor-dyn-Calibration Correctness, Codex-dyn-Calibration Correctness, Cursor-dyn-Log Integration Risk, Codex-dyn-Log Integration Risk	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	blocking	in_scope
FINDING_3	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements, Codex-Requirements, Cursor-dyn-Log Integration Risk	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_4	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-Calibration Correctness, Codex-dyn-Calibration Correctness, Cursor-dyn-Log Integration Risk	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_5	Codex-Arch, Cursor-Pragmatic, Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_6	Cursor-Arch, Cursor-Innovation, Codex-Pragmatic, Cursor-dyn-Log Integration Risk	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_7	Cursor-dyn-Calibration Correctness	accepted	YES	true	minor	adequate	false	Claude	NO	false-positive	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_8	Codex-Requirements, Cursor-dyn-Calibration Correctness	accepted	YES	true	minor	adequate	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_9	Cursor-dyn-Log Integration Risk	accepted	YES	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_10	Codex-dyn-Log Integration Risk	accepted	YES	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_11	Cursor-Arch	rejected	NO	true	nit	weak	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	true	minor	good	false	Cursor	important	in_scope
FINDING_12	Cursor-Innovation	neutral	NO	true	nit	weak	false	Claude	NO	partially-true	minor	weak	false	Codex	YES	true	minor	excellent	false	Cursor	important	in_scope
FINDING_13	Cursor-Innovation	rejected	NO	true	nit	weak	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	minor	good	false	Cursor	important	in_scope
FINDING_14	Cursor-Pragmatic	neutral	NO	true	nit	weak	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	minor	excellent	false	Cursor	important	in_scope
OOS_1	Cursor-Arch	neutral	NO	true	nit	weak	false	Claude	NO	true	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	latent	oos
OOS_2	Cursor-Arch	neutral	NO	true	nit	no-fix	false	Claude	NO	true	nit	good	false	Codex	YES	true	nit	good	false	Cursor	nit	oos
OOS_3	Cursor-Arch	accepted	YES	true	minor	good	false	Claude	YES	true	minor	adequate	false	Codex	NO	partially-true		adequate	true	Cursor	latent	oos
OOS_4	Cursor-Pragmatic	accepted	YES	true	minor	good	false	Claude	YES	true	minor	good	false	Codex	NO	true		adequate	true	Cursor	latent	oos
OOS_5	Cursor-Pragmatic	neutral	YES	true	minor	adequate	false	Claude	NO	true	major	good	false	Codex	NO	true		adequate	true	Cursor	latent	oos
OOS_6	Cursor-dyn-Log Integration Risk	neutral	YES	true	minor	adequate	false	Claude	NO	true	minor	good	false	Codex	NO	true		adequate	true	Cursor	latent	oos
OOS_7	Cursor-dyn-Log Integration Risk	neutral	YES	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true		weak	true	Cursor	latent	oos
