I'll read the plan and trace the files it references to check requirements coverage.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/implement/SKILL.md:421-430	Step 17.5 placed only between Steps 17 and 18 while ~24 bail bullets still say skip to Step 18	Early Step 0 / Preflight / mid-run paths with STALL_TRACKING=true jump straight to Step 18 and never execute Step 17.5 so no classify issue-file or recovery runs despite the single-intercept design	Redefine skip to Step 18 cleanup as run Step 17.5 first when STALL_TRACKING=true then Step 18 teardown or retarget all stall bail bullets to Step 17.5 explicitly
2	in_scope	important	correctness	plan.txt:3,35,89	Success path says continue to Step 18 [DONE] but dispatch rows return to Step 3/6/8	After step2-impl or step5-review recovery the gate clears STALL_TRACKING and jumps to teardown marking [DONE] while large portions of /implement were never rerun	On recovery success exit Step 17.5 to the RESUME_HINT resume step and only reach Step 18 after the normal downstream chain completes with STALL_TRACKING=false
3	in_scope	important	correctness	skills/implement/SKILL.md:1549	Plan step6-checks recovery prescribes lint-fix-loop plus main-agent Edit/Write but Exit 4 STALL_STEP=6 forbids orchestrator code edits for ship-pr PHASE=checks stalls	ship-pr checks exhaustion misclassified or routed to step6-checks triggers forbidden Edit/Write recovery and fights existing fail-closed stall semantics	Carve out ship-pr STALL_STEP=6 / PHASE=checks in classifier and stall-recovery.md recovery must not include main-agent edits only re-invoke ship-pr or terminal-fail
4	in_scope	important	correctness	plan.txt:89,11	Classifier fallback reads BAIL_REASON from session-env.sh but runtime uses IMPLEMENT_BAIL_REASON from bootstrap stdout and session-env has neither key	Early bail without ship-pr-state.sh yields unrecoverable misclassification even for adopted-issue-closed and tracking-init-failed cases harness expects	Document and implement evidence sources: execution-issues.md patterns IMPLEMENT_BAIL_REASON KV if persisted and/or require orchestrator to write IMPLEMENT_BAIL_REASON into tmpdir before Step 17.5
5	in_scope	important	risk-integration	skills/implement/SKILL.md:66	Plan step5-review recovery invokes review-and-fix.sh directly violating NEVER #16 Family B background+monitor pair	Direct review-and-fix launch during recovery loses breadcrumb coupling and reintroduces #2454 async-halt behavior	Route step5-review recovery through scripts/run-step5-review.sh with the same background+monitor envelope as Step 5 or document an explicit NEVER #16 carve-out with rationale
6	in_scope	important	correctness	plan.txt:31	Recovery reference cites scripts/review-and-fix.sh but canonical path is skills/review-and-fix/scripts/review-and-fix.sh	Orchestrator follows plan path hits missing script and recovery for review stalls fails	Use ${CLAUDE_PLUGIN_ROOT}/skills/review-and-fix/scripts/review-and-fix.sh or prefer scripts/run-step5-review.sh wrapper path from SKILL.md
7	in_scope	important	architecture	Makefile:43,82,608	Plan says wire into make test but repo has no make test target; harnesses must join a test-harnesses-N shard per docs/linting.md	New test-stall-recovery-report target is never exercised in CI/local lint and test-harness-shards-coverage fails if orphan	Add Makefile target plus assign to a test-harnesses-N prerequisite list and docs/linting.md inventory not a fictional make test aggregate
8	in_scope	important	architecture	scripts/test-implement-structure.sh:229-249	No plan step to update implement structure harness for new Step 17.5 and Continue to Step 17.5 prose	Step 17 still ends Continue to Step 18 with no 17.5 guard; structure tests miss regression on step ordering and anti-halt continuation	Extend test-implement-structure.sh to pin Step 17.5 presence Step 17 continue target and stall-gate skip when STALL_TRACKING=false
9	in_scope	important	correctness	plan.txt:103-109	Failure mode #3 mitigation cites integration test asserting STALL_TRACKING=false after recovery success but Testing strategy lists only 12 hermetic unit tests plus manual dry-run	Recovery success persisting STALL_TRACKING=false can regress silently; promised mitigation has no automated backstop	Add hermetic or structure-level test for STALL_TRACKING persistence after simulated recovery success or remove the integration-test claim from failure modes
10	in_scope	nit	correctness	plan.txt:11,43-56,83	classify emits contract-failure but harness cases omit that branch	contract-failure routing and zero-retry cap are untested and can drift	Add test-stall-recovery-report.sh case for contract-failure classification and terminal short-circuit
