Reviewing the implementation plan and related codebase paths in read-only mode.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/implement/SKILL.md:421-801; plan.txt:67-80	Bail paths say skip/jump to Step 18 while plan places Step 17.5 only between Steps 17 and 18 and claims not updating bail bullets	STALL_TRACKING=true early/mid bails (Step 0 coder missing, lint-fix failed, tracking-init-failed, etc.) never enter 17.5: no classify, no bug issue, no recovery; contradicts single intercept at 17.5	Retarget every STALL_TRACKING bail to Step 17.5 (or run 17.5 as the first Step 18 sub-step before token refresh) and add a structure/anti-halt grep pin for the new step boundary
2	in_scope	important	correctness	plan.txt:35-36; scripts/implement-finalize.sh:1256-1262	Success path says clearing STALL_TRACKING then Step 18 Branch B [DONE]	Recovery mid-run only clears stall flag; teardown still takes Branch C (no PR_NUMBER) or wrongly Branch B without merge/design-only	Doc success as resume from RESUME_HINT through normal steps until real completion; only clear STALL_TRACKING when Branch B preconditions are met, else stay Branch A or continue the step graph
3	in_scope	important	risk-integration	plan.txt:31-32; skills/implement/SKILL.md:66; skills/implement/SKILL.md:1549	step5-review and step6-checks recovery invoke review-and-fix.sh / lint-fix-loop + Edit/Write without the Family B background+monitor envelope; Step 8 Exit 4 STALL_STEP=6 forbids orchestrator main-agent edits on checks stalls	Recovery reintroduces #2454 turn-boundary halts or violates the ship-pr checks stall contract (silent wrong-path repair)	Mirror Step 5/8 Invoke blocks (run_in_background + breadcrumb-monitor.sh); for STALL_STEP=6 / PHASE=checks map to unrecoverable (0 retries) or document an explicit SKILL amendment
4	in_scope	important	architecture	plan.txt:16; skills/issue/SKILL.md:332-344	Byte-exact <!-- larch-stall:signature= --> dedup is not implemented in /larch:issue (LLM semantic only)	DUPLICATE verdict returns ISSUE_*_DUPLICATE_OF_NUMBER but stall-recovery-issue.env may stay empty/wrong; terminal gh issue comment targets a non-existent new issue	Require parsing ISSUE_1_DUPLICATE_OF_NUMBER/URL from /issue stdout into stall-recovery-issue.env; optionally add a list-issues.sh signature pre-pass or document semantic-only dedup
5	in_scope	important	correctness	plan.txt:85-86; scripts/restore-finalize-state.sh:1-84	Success path persists STALL_TRACKING=false via key-based rewrite citing restore-finalize-state pattern	restore-finalize-state rebuilds all of finalize-state.sh; ad-hoc orchestrator awk/sed on ship-pr-state.sh can corrupt KV files and leave finalize-state stale vs ship-pr-state	Add a tested write-ship-pr-state-key.sh (or extend an existing helper) and call restore-finalize-state.sh immediately before Step 18 teardown after a successful clear
6	in_scope	important	risk-integration	plan.txt:33-34; skills/implement/SKILL.md:1551	step8-shippr recovery retries transient-infra (4x) without coordinating ship-pr-net-retries-$PHASE.count	Up to 8 transient attempts (4 in Step 8 + 4 in 17.5) or divergent sleep/backoff vs ship-pr Exit 6 contract	Share one counter file keyed by PHASE, or skip step8-shippr recovery when net-retry count already exhausted; document cap interaction in stall-recovery-report.md
7	in_scope	important	correctness	plan.txt:99-109	Failure mode #3 promises an integration test for STALL_TRACKING=false after recovery success; testing strategy lists only 12 hermetic unit cases	Regression leaves STALL_TRACKING=true after successful recovery; Step 18 still renames [STALLED] and stashes working tree	Add a harness case (or extend test-implement-structure.sh) that simulates success clear + reads ship-pr-state.sh/finalize-state.sh STALL_TRACKING
8	in_scope	latent	code-quality	plan.txt:83; plan.txt:9-16	Approach mentions --caps subcommand or inlined table but NEW script subcommands omit --caps	Orchestrator and tests disagree on cap source; retry loop uses wrong limits	Add caps subcommand to stall-recovery-report.sh + contract, or delete --caps from Approach and pin caps only in references/stall-recovery.md with a grep test
9	in_scope	important	security	plan.txt:11-14; skills/implement/SKILL.md:1219	classify string-matches execution-issues.md which routinely contains repo-relative paths and tool output fragments	Allowlisted bug-body fields (root cause / FAILURE_SIGNATURE) can still embed consumer paths into public larch issues	Keep classifier inputs to ship-pr-state/session-env/BAIL_REASON tokens only; add harness asserting bug-body deny-list rejects execution-issues.md path fixtures
10	in_scope	latent	correctness	plan.txt:11; plan.txt:89-90	classify exit 3 on missing/unparseable state; edge case says emit unrecoverable but no orchestrator branch is specified	Orchestrator treats exit 3 as fatal halt or loops classify without terminal-failure path	Map exit 3 to terminal-failure (bug-comment + leave STALL_TRACKING=true) in references/stall-recovery.md Step 1
11	out_of_scope	latent	architecture	scripts/test-implement-anti-halt.sh:51; skills/shared/subskill-invocation.md	New Step 17.5 not added to anti-halt continuation grep pins	Implementer ends turn after Step 17 or 17.5 recovery sub-step (same class as #1850 halts)	Extend test-implement-anti-halt.sh with Step 17→17.5→18 and post-recovery continue literals
12	out_of_scope	nit	architecture	agent-lint.toml:498-504	New skills/implement/scripts/test-stall-recovery-report.sh not listed in agent-lint Makefile-only exclusions	make lint agent-lint may flag the harness as dead code	Add agent-lint.toml entries mirroring test-check-stale-plugin pattern

**1. [correctness]** `skills/implement/SKILL.md:421-801` (and plan lines 67–80): The plan inserts Step 17.5 only between Steps 17 and 18 and states the existing `STALL_TRACKING=true` bail bullets stay as “skip to Step 18,” but those jumps never reach Step 17 or 17.5. Early and mid-run stalls (Step 0 coder/auth failures, `tracking-init-failed`, lint-fix `failed`, etc.) will still go straight to teardown with no classification, bug filing, or recovery. **Suggested revision:** Route all `STALL_TRACKING=true` cleanup through Step 17.5 (rename targets to “Step 17.5” or make 17.5 the first sub-step of Step 18), and add structure/anti-halt grep coverage for the new boundary.

**2. [correctness]** Plan success path (`plan.txt:35-36`) vs `scripts/implement-finalize.sh:1256-1262`: Clearing `STALL_TRACKING=false` and “continuing to Step 18” does not imply Branch B `[DONE]`; teardown Branch B still requires `PR_NUMBER` or `DESIGN_ONLY_DONE`. Mid-run recovery that only clears the stall flag will still hit Branch C or mis-rename. **Suggested revision:** Define success as resuming from `RESUME_HINT` through the normal step graph until real completion criteria are met; only clear `STALL_TRACKING` when Branch B preconditions are satisfied.

**3. [risk-integration]** `plan.txt:31-32`, `skills/implement/SKILL.md:66`, `skills/implement/SKILL.md:1549`: Recovery dispatch calls `review-and-fix.sh` and lint-fix/main-agent repair without the mandated `run_in_background` + `breadcrumb-monitor.sh` pair (NEVER #16). For ship-pr Exit 4 with `STALL_STEP=6`, SKILL.md explicitly forbids orchestrator main-agent edits, but the plan’s `step6-checks` path proposes `lint-fix-loop.sh` + Edit/Write. **Suggested revision:** Copy the existing Step 5/8 Invoke envelopes for Family B scripts; treat `STALL_STEP=6` / `PHASE=checks` as unrecoverable (0 retries) unless SKILL.md is amended.

**4. [architecture]** `plan.txt:16`, `skills/issue/SKILL.md:332-344`: The HTML `larch-stall:signature` comment is not consumed by `/larch:issue` (semantic dedup only). On `DUPLICATE`, stdout carries `ISSUE_*_DUPLICATE_OF_NUMBER`, but the plan does not require storing that canonical number in `stall-recovery-issue.env`, so `gh issue comment` on terminal failure can target the wrong or empty issue. **Suggested revision:** Parse duplicate/create stdout into `stall-recovery-issue.env`; document semantic-only dedup or add a deterministic pre-pass.

**5. [correctness]** `plan.txt:85-86`, `scripts/restore-finalize-state.sh`: Persisting `STALL_TRACKING=false` via “key-based rewrite” like `restore-finalize-state.sh` is mismatched—that script rebuilds `finalize-state.sh`, not single keys in `ship-pr-state.sh`. Prompt-side awk edits risk corrupting state and leaving `finalize-state.sh` stale. **Suggested revision:** Add a tested `write-ship-pr-state-key.sh` (or equivalent) and run `restore-finalize-state.sh` before Step 18 teardown after a successful clear.

**6. [risk-integration]** `plan.txt:33-34`, `skills/implement/SKILL.md:1551`: `step8-shippr` recovery adds four `transient-infra` attempts without coordinating `$IMPLEMENT_TMPDIR/ship-pr-net-retries-$PHASE.count` already used on ship-pr Exit 6, allowing up to eight attempts and inconsistent backoff. **Suggested revision:** Share one per-`PHASE` counter or skip 17.5 ship-pr recovery when Step 8 retries are exhausted; document the interaction in the contract sibling.

**7. [correctness]** `plan.txt:99-109`: Failure mode #3 calls for an integration test asserting `STALL_TRACKING=false` after recovery success, but the testing strategy only lists twelve hermetic unit tests—no such harness is planned. **Suggested revision:** Add a Makefile-registered harness case that performs a success clear and asserts `ship-pr-state.sh` / `finalize-state.sh` stall keys.

**8. [code-quality]** `plan.txt:83` vs `plan.txt:9-16`: Approach mentions a `--caps` subcommand “or” inlined table, but the NEW script subcommand list omits `--caps`, leaving cap source ambiguous for orchestrator and tests. **Suggested revision:** Implement `--caps` in `stall-recovery-report.sh` or remove it from Approach and pin caps solely in `references/stall-recovery.md` with a grep regression.

**9. [security]** `plan.txt:11-14`: `classify` reads `execution-issues.md`, which routinely contains repo-relative paths and tool fragments; string-pattern classification can fold those into `FAILURE_SIGNATURE` or “inferred root cause” despite allowlisted `bug-body` fields. **Suggested revision:** Restrict classifier inputs to `ship-pr-state.sh`, `session-env.sh`, and sanitized bail tokens; extend deny-list tests with execution-issues fixtures.

**10. [correctness]** `plan.txt:11`, `plan.txt:89-90`: `classify` exit 3 (missing/unparseable state) has no orchestrator branch in `references/stall-recovery.md` despite the edge case describing `unrecoverable` short-circuit. **Suggested revision:** Map exit 3 directly to terminal-failure handling (leave `STALL_TRACKING=true`, `bug-comment`, fall through to Step 18).

**[OUT_OF_SCOPE]** `scripts/test-implement-anti-halt.sh:51`: New Step 17.5 and post-recovery continuations are not pinned—same halt-regression class as prior step-boundary work. Add grep pins for Step 17→17.5→18 when implementing.

**[OUT_OF_SCOPE]** `agent-lint.toml:498-504`: New `skills/implement/scripts/test-stall-recovery-report.sh` lacks Makefile-only agent-lint exclusions; `make lint` may report it as dead code. Mirror the `test-check-stale-plugin` exclusion pattern.
