finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	rejected	NO	false-positive	major	adequate	false	Claude	NO	partially-true	major	excellent	false	Codex	NO	partially-true	major	excellent	false	Cursor	important
FINDING_2	Cursor-Arch, Cursor-Pragmatic, Cursor-Requirements	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	nit	good	false	Codex	NO	partially-true	minor	excellent	false	Cursor	important
FINDING_3	Cursor-Arch	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_4	Cursor-Innovation	rejected	NO	false-positive	major	adequate	false	Claude	NO	true	major	good	false	Codex	NO	true	blocker	excellent	false	Cursor	important
FINDING_5	Cursor-Innovation	rejected	NO	false-positive	major	adequate	false	Claude	NO	true	major	good	false	Codex	NO	true	blocker	excellent	false	Cursor	important
FINDING_6	Cursor-Innovation	rejected	NO	false-positive	major	adequate	false	Claude	NO	true	major	good	false	Codex	NO	true	major	excellent	false	Cursor	important
FINDING_7	Codex-Generic	neutral	NO	partially-true	minor	adequate	true	Claude	YES	true	major	good	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_8	Codex-Generic	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Arch	rejected	NO	partially-true		weak	true	Claude	NO	partially-true	nit	weak	false	Codex	NO	true		adequate	true	Cursor	latent
OOS_2	Cursor-Arch	rejected	NO	partially-true	nit	weak	false	Claude	NO	partially-true	nit	adequate	false	Codex	NO	true	nit	good	false	Cursor	nit
OOS_3	Cursor-Innovation	rejected	NO	partially-true	nit	weak	false	Claude	NO	partially-true	nit	adequate	false	Codex	NO	true	nit	good	false	Cursor	nit
OOS_4	Cursor-Innovation	neutral	YES	partially-true		adequate	true	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true		adequate	true	Cursor	latent
