Reviewing the implementation plan and related codebase paths.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/shared/external-reviewers.md:46-68	Markdown sweep omits lint-scanned shared docs with Family B collector fences	After PR, lint-foreground-markers fails on external-reviewers.md and dialectic-protocol.md (skills/shared/*.md is in list_md_files) or orphan fix never reaches high-traffic shared contracts	Add skills/shared/external-reviewers.md and skills/shared/dialectic-protocol.md to the explicit sweep list (grep skills/shared for collect-agent-results.sh + breadcrumb-monitor.sh pairs)
2	in_scope	important	architecture	scripts/lint-foreground-markers.sh:702-705	Plan says new wait/PID helper wires into existing shell-file scan path, but shell scan today is only parent-unset for nested children	Implementer adds markdown-only checks; any future committed shell wrapper that backgrounds a top-level Family B writer would not get wait enforcement	Clarify in plan: extend list_shell_files loop with a new scan_shell_file_for_family_b_wait (or fold into shared per-anchor helper), or explicitly scope markdown-only and drop the shell-path claim
3	in_scope	important	correctness	plan.txt:149-152	Failure mode #1 says missing shell & should warn not fail, while new invariant requires <IDENT>=$! after writer	Missing & still passes lint if PID line is present; $! is not the Family B writer, wait does not couple, orphan bug remains	Make &-on-writer-line a hard fail for top-level Family B anchors (or require & on the invocation continuation terminus for multiline anchors)
4	in_scope	important	risk-integration	skills/implement/SKILL.md:66	NEVER #16 and BASH_AUTHORING §4 prose still describe only run_in_background + monitor, not shell & + wait	Orchestrators follow NEVER #16 and omit wait even after fence sweep; wrapper still exits after monitor on early done sentinel	Update NEVER #16 How to apply, BASH_AUTHORING §4, and skills/implement/SKILL.md ship-pr warning blocks to require writer & + PID=$! + wait after monitor (keep run_in_background comment)
5	in_scope	important	architecture	plan.txt:51	BASH_AUTHORING §4 cites 10-line next-fence look-ahead for wait, but lint only inspects single-fence joined_all for monitor today	Cross-fence wait allowed by docs but never linted; split-fence escape hatch if someone implements look-ahead for wait only	Implement same-fence-only checks in fence_has_family_b_pid_capture_and_wait, or add cross-fence buffer reuse (post_fence window) for monitor and wait together
6	in_scope	important	risk-integration	plan.txt:165-166	Plan routes test-background-monitor-wait through scripts/relevant-checks.sh path-filtered pre-commit	relevant-checks.sh delegates to pre-commit; harnesses run via make lint test-harnesses-N, not per-file hooks in relevant-checks	Register test-background-monitor-wait like test-breadcrumb-monitor: Makefile .PHONY, test-harnesses-18 (or 16), agent-lint.toml carve-out, docs/linting.md row; drop relevant-checks path-filter claim
7	in_scope	important	correctness	skills/implement/SKILL.md:1452-1475	Multiline backslash-continued writer lines (ship-pr.sh) need trailing &; linter 3-line PID window may anchor on first line	Lint passes with PID=$! far below a multiline invocation without & on the terminating line, or rejects valid continuations	Define anchor termination line for continuations; require & on writer terminus; allow PID capture within 3 non-blank lines after that terminus
8	in_scope	nit	code-quality	scripts/test-lint-foreground-markers.sh:106-765	Four new fixtures are ship-pr.sh-shaped only; no wait-specific cases for run-step2-dispatch.sh or run-step5-review.sh	Regression in per-basename wait matching for implement entrypoints ships while ship-pr fixtures still pass	Add assert_case_clean/err fixtures mirroring case 32b for run-step2-dispatch.sh and at least one run-step5-review.sh fence with & / missing wait / wait-before-monitor
9	in_scope	latent	architecture	plan.txt:79-87	Makefile shard assignment and agent-lint.toml exclusions for new harness are unspecified	CI fails test-harness-shards-coverage or agent-lint G004 on first make lint	Mirror scripts/test-breadcrumb-monitor.sh registration: test-harnesses-18 prereq, agent-lint.toml Makefile-only entries, scripts/test-background-monitor-wait.md edit-in-sync note, docs/linting.md table row
10	[OUT_OF_SCOPE]	latent	architecture	scripts/lint-foreground-markers.sh:42-59	family_b_pid_writer_required remains a hardcoded five-basename case separate from DENYLIST	New top-level Family B writer could get fences without wait lint coverage	Centralize top-level writer basename list in one sourced fragment (noted in prior implement reviews)
11	[OUT_OF_SCOPE]	latent	correctness	BASH_AUTHORING.md:68-69	Documented cross-fence monitor within 10 markdown lines is not enforced by lint-foreground-markers.sh (joined_all is per fence only)	Authors split monitor into a second fence believing CI allows it; lint may still fail on missing run_in_background in first fence, or prose diverges from enforcement	Align BASH_AUTHORING with single-fence linter behavior or implement cross-fence pairing in a follow-up issue
