finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	accepted	YES	true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic	accepted	YES	true	minor	adequate	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Cursor-Arch, Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Arch, Cursor-Innovation	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_5	Cursor-Arch	accepted	NO	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_6	Cursor-Pragmatic, Cursor-Requirements	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_7	Codex-Requirements	accepted	YES	true	minor	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_8	Codex-dyn-stream-parity	accepted	YES	true	minor	good	true	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_9	Cursor-Innovation	accepted	YES	true	minor	adequate	true	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Arch	accepted	NO	true	nit	adequate	false	Claude	YES	true	minor	adequate	false	Codex	YES	true	minor	adequate	false	Cursor	latent
OOS_2	Cursor-Arch	rejected	NO	true	nit	weak	false	Claude	NO	partially-true	nit	adequate	false	Codex	NO	partially-true	nit	adequate	false	Cursor	nit
OOS_3	Cursor-Innovation	rejected	NO	partially-true	nit	weak	false	Claude	NO	partially-true	nit	weak	false	Codex	NO	partially-true		weak	true	Cursor	latent
OOS_4	Cursor-Innovation	accepted	NO	true	nit	adequate	false	Claude	YES	true	nit	excellent	false	Codex	YES	true	nit	excellent	false	Cursor	nit
OOS_5	Cursor-Pragmatic	neutral	NO	true	nit	adequate	false	Claude	NO	true	nit	adequate	false	Codex	YES	true		good	true	Cursor	latent
OOS_6	Cursor-Pragmatic	rejected	NO	true	nit	weak	false	Claude	NO	true	minor	adequate	false	Codex	NO	true		adequate	true	Cursor	latent
