1	the plan defines `_section_false_negatives` but `render()` never calls it, so neutral-rate and important-reject-rate never reach stdout. copying `_section_prepost` gating at the call site would also hide core metrics on default runs; only pre/post subtables inside the helper should be cutoff-gated.
1	`_collect_era_corpora()` and related paths only retain `voter_agreement_rows_from_tsv()` output, which drops `neutral` verdicts. wiring the new false-negative section off existing `rows` or `corpusstats.rows` yields empty or stale false-negative tables inside `--era` slices and on the default path while agreement tables still render.
1	`findings_classification_header` already includes trailing `body_severity` and `scope`. a helper that only recognizes the plan's 22-column design shape would skip current plan-review tsvs and suppress the new metrics.
1	plan text maps `blocker`/`critical`/`major`/`important` to the important tier, but `normalize_design_severity()` only aliases `major` and `important`. reviewer `body_severity` values like `blocker` normalize to `(none)`, so design important-reject-rate and important-tier neutral-rate undercount high-severity false negatives.
1	`_section_false_negatives(i_all, d_inscope, ...)` uses `i_all` (all implement code-review rows, including `oos_*` / `out_of_scope`) while design uses `d_inscope`. neutral-rate and important-reject-rate become asymmetric across corpora and can include implement oos proposals the issue excludes.
1	important-reject-rate pins `body_severity`, but neutral-rate only says "by severity tier" and may bucket via `record["severity"]`, which falls back to prose inference (implement) or modal voter severity (design). the two metrics in the same section would then measure different severity notions and misread #5640 high-severity neutral signals.
1	the new false-negative reader can silently count malformed or otherwise ineligible rows. a malformed tsv row like the existing bogus `voting_result` fixture would enter neutral/rejected yes totals even though current agreement and severity tables drop it, so the new rate would diverge from the rest of the report.
1	with `--realized-outcomes` set on a repo that has data, the plan only passes empty issue data into `ground_truth_voter_calibration()`, so the section can only degrade or stay log-only and never report actual realized-outcome hits. the filed-bug resurfacing half of the matcher stays unused.
2	the realized-outcomes fetch path does not guard `load_issues()` failures and may use shared repo-named json dump storage. concurrent runs can clobber the shared dump; a malformed, duplicate-heavy, or truncated dump can abort the whole report via `systemexit` instead of rendering the promised degraded or skipped note.
2	`render()` still returns early when both corpora are empty, before `_section_false_negatives()` runs. empty log roots therefore omit `## false-negative / under-acceptance metrics` entirely instead of rendering `n/a` rows, contradicting the stated empty-corpus edge case and leaving the harness unable to catch a missing section on zero-finding runs.
2	implement reviewer-claimed tier bucketing omits the committed `blocking` `body_severity` alias. the plan extends design normalization with `blocker`/`critical`/`blocking`, but the implement branch uses `normalize_severity()`, which has no `blocking` alias. committed implement jsonl rows already use `body_severity":"blocking"` on rejected findings, so `_reviewer_claimed_tier()` buckets them as `(none)` and important-reject-rate and important-tier neutral-rate undercount the high-severity signal #5640 is meant to surface.
2	design false-negative inputs still include `out_of_scope` rows. the plan filters `d_inscope` by oos ids only, not by `outcome == "out_of_scope"`. a design finding with a non-oos id and `outcome == "out_of_scope"` would still count toward neutral-rate and important-reject-rate denominators, understating the false-negative signal relative to the stated contract to exclude out_of_scope and oos ids.
2	false-negative yes parsing is not pinned to `voting._normalize_vote_cell`. the plan mirrors malformed/ineligible gating from `voter_agreement_rows_from_tsv()` but only says “parseable yes votes” for the new reader. committed tsvs use `exonerate` cells; raw string matching can diverge from agreement ingestion and inflate or mis-bucket false-negative yes totals.
3	extending global `normalize_severity()` with a `blocking`→`important` alias would silently change existing baseline and pre/post report buckets for `body_severity=blocking` rows, violating the no-baseline-change contract. the alias should stay local to the false-negative tier mapper.
3	`iter_filed_oos_records()` can surface candidate issue numbers from other repos or forks. without the same `extract_repo_from_url()` guard as `run_main()`, the realized-outcomes path can fetch and match the wrong github issues.
3	a voter that only casts no or missing votes will have zero yes votes. computing `false_negative_yes / yes_votes` can divide by zero or print a bogus ratio.
3	committed implement logs never emit `outcome":"neutral"` in jsonl; 1-yes panels use `outcome":"rejected"` while `findings-classification.tsv` carries `voting_result=neutral`. counting jsonl `outcome == "neutral"` yields ~0 implement neutral-rate; counting `outcome == "rejected"` also misclassifies 1-yes neutrals as 0-yes rejects and inflates important-reject-rate on real logs.
3	a synthetic jsonl-only `outcome":"neutral"` fixture would pass harness checks while production logs keep `outcome":"rejected"` and `voting_result=neutral` only in tsv. ci would not catch a broken implement neutral-rate on real `larch-logs/`.
3	on a machine without github cli, planned `fetch_main()` and `_fetch_filed_oos_issue_details()` calls can raise `filenotfounderror` and abort the report instead of rendering the promised degraded/skipped note and exiting 0.
3	the plan wires fetch/load and calls `ground_truth_voter_calibration()` but only documents rendering skipped/degraded notes on failure. a working fetch can still emit no realized-outcome section, so the optional flag satisfies the issue direction on paper only.
4	design false-negative aggregation still counts rows explicitly marked `scope=oos` on non-oos ids. filtering only `is_oos_id` and `outcome != out_of_scope` misses scope-drift panels because `voting_result` does not carry scope; `parse_design_tsv` does not retain the trailing scope column today. that overstates neutral and reject rates and violates planned oos exclusion.
4	the new tsv reader preserves 23-column design rows with `scope`, but the false-negative eligibility gate only checks verdict and parseability. scope-drift panels with `scope=oos` still contribute yes votes and inflate per-voter false-negative yes rates.
4	repo resolution mirrors `analyze_issues.run_main()`, which calls `gh repo view` before planned `filenotfounderror` guards around fetch/load. on a machine without github cli, the new flag aborts before it can render the degraded note.
4	the realized-outcomes diagnostic never accepts `--repo` or the optional `--filed-issue-details-json` input the plan calls for. without them, the tool probes the checkout's inferred repo even when that remote is wrong, and there is no deterministic offline fixture path for the success-path harness.
4	eligibility text copies agreement ingest and treats neutral panels as `ineligible_rows`, not false-negative yes totals, while also requiring `voting_result=neutral` rows. agreement ingest in `voting.py` always treats neutral as ineligible. following the plan verbatim yields zero or near-zero neutral false-negative yes signal, which is the core metric.
4	design ingest sets `record["outcome"]` from `parse_design_tsv` (`voting_result`). design logs have no `review-findings-full.jsonl` path. counting design neutral from jsonl `outcome==neutral` leaves design neutral-rate at zero and may mislead implementers into adding a nonexistent jsonl reader or skipping design counts.
4	committed implement classification tsvs mark deferred oos on non-oos ids with trailing `scope=oos`. the plan only excludes `scope=out_of_scope` and `oos_*` ids. those `finding_*` rows would enter neutral-rate and important-reject denominators and inflate false-negative signal.
4	the plan promises compact schema support and lists compact code-review labels in tests, but the fixture only has accepted compact rows (`review/run-d`). a reader bug on neutral or rejected compact rows can ship while accepted-row parsing still passes, leaving promised compact compatibility unverified for the new false-negative view.
5	`_impl_fn_rows_from_run(...)` must scan per-run `round-*/findings-classification.tsv`, but `render(records, ...)` only receives normalized jsonl-derived `records` from `extract()` and has no `log_root` or implement run paths. `main()` does not pass `log_root` or prebuilt `i_fn_rows` into `render()`. an implementer may skip `i_fn_rows`, re-parse logs without contract, stuff side data through globals, or derive false-negative rows from jsonl-only `records`/`i_all`, leaving implement neutral-rate and important-reject-rate at zero or wrong (including missing tsv `voting_result=neutral` when jsonl says `outcome=rejected`).
