Reviewing the implementation plan and exploring cited codebase paths.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	Makefile:18-82	Plan says wire test-design-reentry-guard into lint dependencies but lint only runs the test-harnesses aggregate	Adding a standalone recipe without appending it to a test-harnesses-N prerequisite leaves make lint and CI harness shards blind to the new harness	Register test-design-reentry-guard on a test-harnesses-N line (test-harnesses-1 or test-harnesses-14 beside test-design-structure), add .PHONY, and use harness-timer.sh like other harness targets
2	in_scope	important	architecture	skills/design/SKILL.md:186-191	Plan frames the session-cache guard as filling the gap when Step 5c rename fails while plan write and publish succeed, but Step 0b.5 already sets [DESIGNING] and lib-title-eligibility rejects that prefix before sub-step 3	A second full /design on the same issue while the title remains [DESIGNING] is refused at sub-step 2.5, so sub-step 2.6 often never runs for the stated failure mode; the guard mainly bites after manual removal of lifecycle prefixes or other non-lifecycle titles	Revise the plan rationale to name the real activation paths (operator reverted [DESIGNED], untagged title) and add a structural pin that 2.6 sits between 2.5 and 3, not only grep for function names
3	in_scope	important	risk-integration	skills/design/SKILL.md:30-30	Entry guard is only at Step 0b sub-step 2.6; audit deferred anti-halt edits and the symptom is post-cleanup re-fire	If spurious continuation re-enters mid-skill (Step 5/6) without a fresh Step 0b, the marker check never runs and behavior is unchanged	Document this limitation in lib-design-reentry-guard.md; keep deferred Step 6 stop sentence on the follow-up shortlist if the guard does not stop reports after land
4	in_scope	important	security	SECURITY.md:51-51	New per-PPID marker files under ~/.cache/larch/sessions/ extend the same-user session cache trust surface documented for current-design-env but the plan omits SECURITY.md	Operators and reviewers lack an explicit trust-model note for design-completed markers (tampering, stale markers, override path)	Extend the /design session-env paragraph (or add a sibling bullet) covering design-completed-<issue>-<ppid> writers, readers, TTL, and same-UID trust per AGENTS.md
5	in_scope	important	correctness	skills/design/SKILL.md:68-71	Step 0b sub-steps 2/2.5 are orchestrator prose without a mandated bash fence; the plan does not require the canonical prelude for sub-step 2.6	A separate Bash call without sourcing current-design-env-$PPID.sh can bind the wrong PPID or leave DESIGN_TMPDIR unset on the refuse path	Specify sub-step 2.6 as a ```bash block with the canonical prelude, source lib-design-reentry-guard.sh, parse MARKER_HIT from stdout, then banner and exit 1; mirror for Step 5c item 11
6	in_scope	important	correctness	skills/design/SKILL.md:266-281	Sub-step 2.6 refuse is exit 1 with banner only; unlike sub-step 2.5 it omits SUMMARY_OUTCOME and the Final summary block	Spurious re-entry after Step 0a creates a fresh DESIGN_TMPDIR without run-params.json; invoking render-final-summary on this path can hit the known empty-mode failure (ROOT CAUSE E) or leave an orphan tmpdir without structured summary	Either add a dedicated SUMMARY_OUTCOME (and render-final-summary.sh allowlist entry) plus Final summary block, or explicitly skip the block and add Step 6 skip prose for this exit branch
7	in_scope	nit	code-quality	scripts/test-design-structure.sh:758-787	Checks 21/22 only grep for design_reentry_marker_hit/write anywhere in SKILL.md	Grep-only pins allow calls in the wrong step or comment text while CI passes	Extend check (20) ordering to 2 → 2.5 → 2.6 → 3 and pin the guard=session-cache banner literal near sub-step 2.6
8	in_scope	nit	code-quality	scripts/lib-design-reentry-guard.sh (proposed)	Marker write is touch-only; write-design-current-env.sh uses mkdir -p on the sessions dir	Session-setup usually created the parent earlier, but marker write after cache fallback or manual deletion can fail silently and leave re-entry unguarded	Have design_reentry_marker_write mkdir -p "$(dirname "$path")" before touch, matching write-design-current-env.sh
9	in_scope	nit	code-quality	scripts/lib-design-reentry-guard.sh (proposed)	Plan lists macOS stat -f then Linux stat -c without the numeric-validation pattern used elsewhere	Blind stat -f on Linux can yield non-numeric mtime and break TTL math	Follow scripts/lib-external-launcher-common.sh:103-106 — try stat -c %Y then stat -f %m, accept only ^[0-9]+$ matches
10	in_scope	nit	correctness	plan.txt:118-118	Failure modes say F2 pins the refuse banner format	F2 only exercises design_reentry_marker_hit return 0; banner text lives in SKILL.md orchestrator prose	Add a test-design-structure pin for the guard=session-cache banner string or a harness fixture that asserts the printed banner
