finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Pragmatic	neutral	YES	true	major	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_2	Cursor-Arch	rejected	NO	false-positive	nit	adequate	false	Claude	NO	false-positive	major	good	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_3	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-eligibility-marker-lifecycle	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Arch	rejected	NO	partially-true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	good	false	Cursor	important
FINDING_5	Codex-Requirements	neutral	NO	true	minor	good	false	Claude	YES	true	major	good	false	Codex	NO	true	minor	adequate	false	Cursor	important
FINDING_6	Cursor-dyn-parse-sentinel-contract, Codex-dyn-parse-sentinel-contract	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_7	Cursor-dyn-dispatch-flag-priority	rejected	NO	partially-true	minor	good	false	Claude	NO	false-positive	major	good	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_8	Cursor-dyn-dispatch-flag-priority	rejected	NO	partially-true	nit	adequate	false	Claude	NO	false-positive	minor	adequate	false	Codex	NO	partially-true	minor	good	false	Cursor	important
FINDING_9	Codex-Innovation	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_10	Codex-Pragmatic	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	major	good	false	Cursor	important
OOS_1	Cursor-Arch	neutral	NO	true		no-fix	true	Claude	NO	true	minor	adequate	false	Codex	YES	true	minor	adequate	false	Cursor	latent
OOS_2	Cursor-Pragmatic	accepted	YES	true		good	true	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	latent
