finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Codex-Arch, Codex-Pragmatic, Cursor-dyn-Routing Attribution Auditor	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	major	in_scope
FINDING_2	Cursor-Innovation, Cursor-Pragmatic, Cursor-dyn-Routing Attribution Auditor	accepted	YES	true	major	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	major	in_scope
FINDING_3	Cursor-Innovation, Cursor-dyn-Routing Attribution Auditor, Codex-dyn-Routing Attribution Auditor	neutral	NO	partially-true	minor	good	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	YES	partially-true	minor	adequate	false	codex-pragmatism	major	in_scope
FINDING_4	Cursor-Innovation	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	NO	true	nit	good	false	codex-pragmatism	minor	in_scope
FINDING_5	Codex-Innovation, Cursor-Requirements, Codex-Requirements, Codex-dyn-Routing Attribution Auditor	accepted	YES	true	major	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	major	in_scope
FINDING_6	Cursor-Pragmatic	accepted	YES	true	major	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	major	in_scope
FINDING_7	Cursor-Requirements	rejected	NO	true	minor	excellent	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	major	in_scope
FINDING_8	Cursor-Arch	accepted	YES	true	minor	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	YES	partially-true	minor	adequate	false	codex-pragmatism	major	in_scope
FINDING_9	Cursor-Innovation	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	minor	in_scope
FINDING_10	Cursor-Pragmatic	accepted	NO	true	minor	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	partially-true	minor	weak	false	codex-pragmatism	minor	in_scope
FINDING_11	Cursor-Requirements	neutral	NO	true	minor	excellent	false	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	minor	in_scope
OOS_1	Cursor-Arch	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	minor	oos
OOS_2	Cursor-Innovation	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	minor	oos
OOS_3	Cursor-dyn-Routing Attribution Auditor	rejected	NO	true	minor	excellent	false	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	minor	oos
