finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Cursor-Edge	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_2	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	good	false	Cursor
FINDING_3	Codex-Arch	accepted	YES	true	minor	good	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	minor	good	false	Cursor
FINDING_4	Codex-Edge	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	good	false	Cursor
FINDING_5	Cursor-Innovation	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_6	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_7	Cursor-Innovation	accepted	YES	true	major	excellent	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_8	Cursor-Innovation	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_9	Cursor-Innovation	exonerated	EXONERATE	true	minor	weak	false	Claude	EXONERATE	partially-true	minor	adequate	false	Codex	YES	true	minor	adequate	false	Cursor
FINDING_10	Cursor-Innovation	accepted	YES	true	nit	good	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	nit	good	false	Cursor
FINDING_11	Cursor-Innovation	accepted	YES	true	nit	good	false	Claude	NO	false-positive	nit	adequate	false	Codex	YES	true	minor	good	false	Cursor
FINDING_12	Codex-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_13	Codex-Innovation	exonerated	EXONERATE	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	EXONERATE	true	minor	adequate	false	Cursor
FINDING_14	Codex-Innovation	accepted	YES	true	minor	good	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	minor	good	false	Cursor
FINDING_15	Cursor-Pragmatic	accepted	YES	true	major	excellent	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	major	good	false	Cursor
FINDING_16	Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_17	Codex-Pragmatic	accepted	YES	true	minor	good	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	minor	good	false	Cursor
FINDING_18	Codex-Pragmatic, Codex-dyn-harness-api-fidelity	accepted	YES	true	nit	good	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	nit	good	false	Cursor
FINDING_19	Cursor-Requirements	accepted	YES	true	major	excellent	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	major	good	false	Cursor
FINDING_20	Cursor-Requirements	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_21	Cursor-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_22	Cursor-Requirements	accepted	YES	true	minor	good	false	Claude	YES	true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor
FINDING_23	Codex-Requirements	exonerated	EXONERATE	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	EXONERATE	true	minor	adequate	false	Cursor
FINDING_24	Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	good	false	Cursor
FINDING_25	Cursor-dyn-harness-api-fidelity	accepted	YES	true	major	excellent	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	major	good	false	Cursor
FINDING_26	Codex-dyn-harness-api-fidelity	accepted	YES	true	major	excellent	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	major	good	false	Cursor
FINDING_27	Codex-dyn-harness-api-fidelity	accepted	YES	partially-true	minor	good	true	Claude	YES	true	minor	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_28	Codex-dyn-harness-api-fidelity	accepted	YES	true	nit	good	false	Claude	EXONERATE	partially-true	nit	adequate	false	Codex	YES	true	nit	good	false	Cursor
OOS_1	Cursor-Innovation	accepted	YES	true	minor	adequate	false	Claude	NO	partially-true	nit	no-fix	false	Codex	YES	true	minor	adequate	false	Cursor
OOS_2	Codex-Innovation	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	adequate	false	Codex	YES	true	minor	adequate	false	Cursor
OOS_3	Cursor-Requirements	accepted	YES	true	minor	adequate	false	Claude					true	Codex	YES	true	minor	adequate	false	Cursor
