finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|codex-specialist-correctness|codex-specialist-edge-cases|cursor-specialist-edge-cases	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-edge-cases|cursor-specialist-testing	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	oos
FINDING_3	cursor-specialist-correctness|cursor-specialist-testing	rejected	NO	true	minor	adequate	false	cursor-validity	NO	partially-true	minor	no-fix	false	codex-plan-fidelity	NO	partially-true	minor	weak	false	codex-pragmatism	oos
FINDING_4	codex-specialist-testing	rejected	NO	false-positive	uncertain	weak	false	cursor-validity	NO	false-positive	major	no-fix	false	codex-plan-fidelity	NO	false-positive	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_5	codex-generalist	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_6	cursor-specialist-correctness|cursor-specialist-testing|codex-specialist-testing	rejected	NO	true	nit	adequate	false	cursor-validity	NO	partially-true	nit	no-fix	false	codex-plan-fidelity	NO	partially-true	minor	weak	false	codex-pragmatism	oos
FINDING_7	cursor-specialist-correctness	rejected	NO	true	nit	adequate	false	cursor-validity	NO	partially-true	nit	no-fix	false	codex-plan-fidelity	NO	partially-true	nit	no-fix	false	codex-pragmatism	oos
FINDING_8	cursor-specialist-correctness	rejected	NO	true	nit	adequate	false	cursor-validity	NO	partially-true	nit	no-fix	false	codex-plan-fidelity	NO	partially-true	nit	no-fix	false	codex-pragmatism	oos
FINDING_9	cursor-specialist-testing	rejected	NO	true	nit	weak	false	cursor-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	oos
FINDING_10	cursor-specialist-testing	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	oos
