finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt|dyn-code-quality-output.txt|dyn-risk-integration-output.txt	accepted	NO	partially-true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_2	cursor-specialist-edge-cases-output.txt|dyn-risk-integration-output.txt	neutral	NO	true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_3	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|dyn-code-quality-output.txt|dyn-risk-integration-output.txt	accepted	YES	true	major	adequate	false	cursor-validity	YES	true	major	adequate	false	cursor-plan-fidelity	YES	true	major	adequate	false	cursor-pragmatism
FINDING_4	cursor-specialist-correctness-output.txt	rejected	NO	partially-true		adequate	true	cursor-validity	NO	partially-true	minor	adequate	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
FINDING_5	cursor-specialist-correctness-output.txt	rejected	NO	true		adequate	true	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	adequate	false	cursor-pragmatism
FINDING_6	cursor-specialist-edge-cases-output.txt	rejected	NO	true		adequate	true	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	minor	adequate	false	cursor-pragmatism
FINDING_7	cursor-specialist-testing-output.txt	neutral	NO	partially-true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism
FINDING_8	cursor-specialist-testing-output.txt	neutral	NO	true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_9	cursor-specialist-correctness-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_10	dyn-code-quality-output.txt	rejected	NO	true		good	true	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_11	dyn-code-quality-output.txt	rejected	NO	true		adequate	true	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_12	cursor-specialist-correctness-output.txt	neutral	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	YES	true	nit	excellent	false	cursor-pragmatism
FINDING_13	cursor-specialist-edge-cases-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	weak	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_14	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|dyn-risk-integration-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_15	cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt|dyn-risk-integration-output.txt	accepted	YES	true	major	adequate	false	cursor-validity	YES	true	major	adequate	false	cursor-plan-fidelity	YES	true	major	adequate	false	cursor-pragmatism
FINDING_16	cursor-specialist-correctness-output.txt|dyn-risk-integration-output.txt	accepted	YES	true	major	adequate	false	cursor-validity	YES	true	major	adequate	false	cursor-plan-fidelity	YES	true	major	adequate	false	cursor-pragmatism
FINDING_17	dyn-code-quality-output.txt	rejected	NO	true		weak	true	cursor-validity	NO	true	minor	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism
FINDING_18	cursor-specialist-correctness-output.txt	neutral	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	YES	true	nit	excellent	false	cursor-pragmatism
FINDING_19	dyn-risk-integration-output.txt	neutral	NO	partially-true		adequate	true	cursor-validity	NO	partially-true	minor	adequate	false	cursor-plan-fidelity	YES	true	minor	good	false	cursor-pragmatism
