schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/implement/scripts/test-step2-dispatch.sh:115 (Test M9)	Test M9 expects REASON=submodule-modified	Dispatcher post-implementer submodule guard emits submodule-dirty at step2-implement.sh:579, not submodule-modified	M9 assertion will fail in CI; implementers may wire the wrong bail token Change Test M9 expected REASON to submodule-dirty; align plan prose at step2-implement.sh recovery guard step 4 with the existing token
1	in_scope	important	architecture	skills/implement/SKILL.md:942-1052	Recovery sub-branch does not override the generic claude_fallback §2.4 flow	After RECOVERY_FROM, orchestrator still hits opportunistic questions and Implement per the materialized plan (lines 1050-1052), duplicating or fighting preserved Codex/Cursor edits	At the start of §2.4, branch on RECOVERY_FROM: skip opportunistic Q&A and the full re-implement block; run only recovery steps 1-3 then jump to Step 3; update the Step 2 entry matrix row to document preserve-and-commit vs implement-from-scratch
1	in_scope	important	correctness	skills/implement/SKILL.md:95-98	Plan-scope check cites plan Files to modify section only	Canonical /design plans use ## Files to modify/create with ### NEW:/UPDATED:/REWRITTEN: headings (skills/design/SKILL.md:585; scout write_scope_files at scout-plan-archetypes-wrapper.sh:125-144); literal Files to modify misses most plans and causes false recovery-out-of-scope or missed OOS files	Derive allowed paths with the same ### NEW|UPDATED|REWRITTEN regex/backtick extraction as write_scope_files (extract to a shared helper under scripts/ or skills/implement/scripts/); compare post-launch delta paths to that set
1	in_scope	important	correctness	skills/implement/scripts/step2-implement.sh:286-405 (proposed)	Pre-launch porcelain gate lacks a concrete delta algorithm	Plan names step2-prelaunch-porcelain.txt but not write-once timing (before run_launcher after Step 3 rm), porcelain path parsing, or set-difference vs baseline; ambiguous implementation risks wrong empty/non-empty gate	Specify: write-once snapshot at first external launch; after implementer, diff current git status --porcelain --untracked-files=all against snapshot (normalize path from column 2+); gate on non-empty diff only
1	in_scope	important	correctness	skills/implement/SKILL.md:98-99	Step 4 file list is re-read from live porcelain at commit time	Tree can change between §2.4 recovery and Step 4 (orchestrator edits, hooks); commit-implementation.sh may stage wrong paths vs dispatcher-intended post-launch delta	Persist recovery file list at Step 2.4 (e.g. $IMPLEMENT_TMPDIR/step2-recovery-paths.txt from the same prelaunch diff) and pass that list to Step 4; do not re-derive from ad-hoc git status at commit time
1	in_scope	important	correctness	skills/implement/SKILL.md:989-1010	§2.1 KV parse / §2.1.5 omit inverse RECOVERY_* rules	Plan adds optional RECOVERY_FROM when STATUS=claude_fallback but not illegal RECOVERY_* on STATUS=complete|needs_qa|bailed; malformed dispatcher edits could confuse envelope handling	Add parse lines for RECOVERY_FROM and RECOVERY_PRIOR_TOOL; in §2.1.5 fail-closed if RECOVERY_* present while STATUS!=claude_fallback (orchestrator-envelope-invalid)
1	in_scope	important	architecture	skills/implement/SKILL.md:937-942	Entry preconditions matrix unchanged for recovery	Row claude_fallback still says main-agent code edits per the plan with no RECOVERY_FROM exception; conflicts with NEVER preserve-edits and recovery sub-branch	Extend matrix (or footnote on claude_fallback): when RECOVERY_FROM=manifest-schema-invalid, permitted actions are scope check + synthesized commit only; forbidden: re-implement from plan
1	in_scope	latent	risk-integration	skills/implement/scripts/step2-implement.sh:474-476	Recovery only runs after LAUNCHER_EXIT=0	Non-zero launcher exit with a malformed manifest on disk bails with codex-runtime-failure/cursor-runtime-failure before schema validation; same lost-work scenario as manifest-schema-invalid without recovery	Document as known gap or extend recovery precheck: if MANIFEST_WRITTEN=true and manifest fails schema, consider recovery before runtime-failure bail when tree/guards pass
1	in_scope	nit	code-quality	skills/implement/scripts/step2-implement.sh:75 (plan prose)	Recovery guard bullet names submodule-modified	Matches Test M9 typo; live bail token is submodule-dirty	Use submodule-dirty everywhere in plan comments and tests
1	in_scope	nit	architecture	skills/implement/SKILL.md:1044-1048	No recovery-specific operator message	Recovery claude_fallback may print Cursor unavailable or generic main-agent messages, obscuring manifest-schema-invalid salvage	Add first-match message when RECOVERY_FROM is set (e.g. manifest invalid — committing prior implementer work via main agent)
1	in_scope	nit	correctness	skills/implement/scripts/test-step2-dispatch.md:1-46	Harness doc not listed in plan updates	M1-M12 behaviors won't be documented in the contract file consumed by reviewers	Add test-step2-dispatch.md bullets for M1-M12 (recovery, carve-outs, porcelain/untracked)
1	out_of_scope	latent	architecture	skills/design/scripts/scout-plan-archetypes-wrapper.sh:115-147	Plan-scope logic duplicated inline in SKILL.md	write_scope_files is embedded Python in design scout only; recovery scope check will drift from design path extraction	[OUT_OF_SCOPE] Extract scripts/plan-scope-files.sh (or similar) from write_scope_files and call from scout wrapper + §2.4 recovery
