finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Cursor-dyn-sequence-absorb	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_3	Codex-Arch	accepted	YES	true	blocker	good	false	Claude	YES	true	major	good	false	Codex	YES	true	blocker	excellent	false	Cursor
FINDING_4	Codex-Arch	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_5	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_6	Cursor-Edge	accepted	YES	true	blocker	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	blocker	excellent	false	Cursor
FINDING_7	Codex-Edge	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	blocker	excellent	false	Cursor
FINDING_8	Codex-Edge	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_9	Codex-Edge	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_10	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_11	Codex-Innovation	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_12	Codex-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_13	Codex-Innovation	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_14	Codex-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_15	Codex-Innovation	accepted	YES	true	minor	good	false	Claude	YES	true	minor	good	false	Codex	YES	partially-true	minor	good	false	Cursor
FINDING_16	Codex-Innovation	accepted	EXONERATE	uncertain	minor	weak	true	Claude	YES	true	major	good	false	Codex	YES	true	major	adequate	false	Cursor
FINDING_17	Cursor-Pragmatic, Cursor-dyn-sequence-absorb	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_18	Codex-Pragmatic	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_19	Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_20	Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_21	Codex-Pragmatic	accepted	YES	true	minor	good	false	Claude	YES	true	minor	good	false	Codex	YES	partially-true	minor	good	false	Cursor
FINDING_22	Cursor-Requirements	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_23	Codex-Requirements	accepted	YES	true	major	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_24	Codex-Requirements	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
