finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Codex-Arch, Cursor-Pragmatic, Codex-Pragmatic, Cursor-dyn-consumer-sweep, Codex-dyn-consumer-sweep	accepted	YES	true	blocker	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Cursor-Innovation, Cursor-Pragmatic	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_3	Codex-Innovation, Cursor-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Pragmatic	accepted	NO	uncertain	minor	adequate	true	Claude	YES	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_5	Cursor-Pragmatic, Codex-Requirements, Codex-dyn-consumer-sweep	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_6	Cursor-Requirements, Cursor-dyn-contract-parity	accepted	YES	true	major	good	false	Claude	NO	false-positive	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_7	Codex-dyn-consumer-sweep	neutral	NO	partially-true	minor	weak	false	Claude	YES	true	major	weak	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_8	Cursor-dyn-contract-parity	accepted	YES	true	major	excellent	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_9	Cursor-dyn-contract-parity, Codex-dyn-contract-parity	accepted	YES	true	major	excellent	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_10	Cursor-dyn-contract-parity, Codex-dyn-contract-parity	accepted	YES	true	major	good	false	Claude	NO	partially-true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_11	Cursor-dyn-contract-parity	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	minor	good	false	Cursor	important
FINDING_12	Cursor-dyn-contract-parity	accepted	YES	true	major	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Pragmatic	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	latent
OOS_2	Cursor-dyn-contract-parity	rejected	NO	partially-true	nit	adequate	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	good	false	Cursor	nit
