finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Codex-Edge, Codex-Innovation, Cursor-Pragmatic, Cursor-dyn-gate-a-residual-reachability, Codex-dyn-gate-a-residual-reachability	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_2	Codex-Arch, Cursor-Edge, Codex-Edge, Cursor-Innovation, Cursor-Requirements, Cursor-dyn-gate-a-residual-reachability, Codex-dyn-gate-a-residual-reachability	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_3	Codex-Arch, Codex-Edge, Codex-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_4	Codex-Arch, Codex-Pragmatic, Codex-Requirements, Cursor-dyn-gate-a-residual-reachability, Codex-dyn-gate-a-residual-reachability	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_5	Codex-Innovation	exonerated	EXONERATE	partially-true	minor	adequate	false	Claude	YES	partially-true	major	adequate	false	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_6	Codex-Pragmatic, Cursor-dyn-gate-a-residual-reachability	accepted	YES	true	major	good	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	good	false	Cursor
FINDING_7	Codex-Requirements	accepted	YES	partially-true	minor	adequate	true	Claude	YES	true	major	adequate	false	Codex	YES	partially-true	minor	adequate	false	Cursor
FINDING_8	Codex-Requirements, Cursor-dyn-gate-a-residual-reachability	accepted	YES	partially-true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	minor	good	false	Cursor
FINDING_9	Codex-Requirements	accepted	YES	true	minor	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	minor	good	false	Cursor
FINDING_10	Codex-Requirements	exonerated	EXONERATE	true		adequate	true	Claude	YES	true	minor	adequate	false	Codex	EXONERATE	true		adequate	true	Cursor
FINDING_11	Cursor-dyn-enum-placement-drift, Codex-dyn-enum-placement-drift	accepted	YES	true	major	good	false	Claude	YES	true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor
FINDING_12	Cursor-dyn-cancel-invocation-contract, Codex-dyn-cancel-invocation-contract	exonerated	EXONERATE	partially-true	minor	adequate	false	Claude	EXONERATE	partially-true	minor	weak	false	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_13	Cursor-dyn-gate-a-residual-reachability, Codex-dyn-gate-a-residual-reachability	accepted	YES	true		good	true	Claude	YES	true	minor	good	false	Codex	YES	true		good	true	Cursor
FINDING_14	Cursor-dyn-gate-a-residual-reachability	accepted	YES	true		adequate	true	Claude	YES	true	minor	adequate	false	Codex	YES	true		adequate	true	Cursor
OOS_2	Codex-Edge	accepted	YES	true	nit	good	false	Claude	YES	true	nit	adequate	false	Codex	YES	true	nit	good	false	Cursor
