finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|dyn-skill-workflow-state-output.txt|dyn-py-robustness-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_10	cursor-specialist-edge-cases-output.txt	rejected	NO	partially-true	nit	adequate	false	NO	false-positive	nit	weak	false	NO	true	nit	adequate	false
FINDING_11	codex-specialist-edge-cases-output.txt	accepted	NO	partially-true	minor	adequate	false	YES	true	major	adequate	false	YES	true	major	excellent	false
FINDING_12	codex-specialist-edge-cases-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_13	cursor-specialist-testing-output.txt	neutral	NO	true	minor	adequate	false	NO	true	minor	adequate	false	YES	true	major	good	false
FINDING_14	cursor-specialist-testing-output.txt	neutral	NO	true	minor	adequate	false	NO	true	minor	adequate	false	YES	true	major	good	false
FINDING_15	cursor-specialist-testing-output.txt	rejected	NO	true	minor	adequate	false	NO	true	minor	adequate	false	NO	true	minor	good	false
FINDING_16	cursor-specialist-testing-output.txt	rejected	NO	true	minor	adequate	false	NO	true	minor	adequate	false	NO	true	minor	good	false
FINDING_17	cursor-specialist-testing-output.txt	rejected	NO	partially-true	minor	adequate	false	NO	true	minor	adequate	false	NO	partially-true	minor	adequate	false
FINDING_18	dyn-skill-workflow-state-output.txt	accepted	YES	true	major	adequate	false	NO	partially-true	minor	adequate	false	YES	true	major	good	false
FINDING_19	dyn-skill-workflow-state-output.txt	neutral	NO	partially-true	minor	adequate	false	NO	partially-true	minor	adequate	false	YES	true	major	good	false
FINDING_2	codex-specialist-correctness-output.txt|codex-specialist-edge-cases-output.txt	accepted	NO	false-positive	minor	adequate	false	YES	true	major	adequate	false	YES	true	major	adequate	false
FINDING_20	dyn-skill-workflow-state-output.txt|dyn-py-robustness-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_21	dyn-skill-workflow-state-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_22	dyn-py-robustness-output.txt	accepted	NO	partially-true	minor	adequate	false	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_23	dyn-py-robustness-output.txt	rejected	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_3	codex-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt	accepted	NO	partially-true	minor	adequate	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_4	codex-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|codex-specialist-testing-output.txt	accepted	NO	false-positive	minor	adequate	false	YES	true	major	good	false	YES	partially-true	major	good	false
FINDING_5	codex-specialist-correctness-output.txt	rejected	NO	partially-true	minor	adequate	false	NO	true	minor	adequate	false	NO	partially-true	minor	adequate	false
FINDING_6	cursor-specialist-edge-cases-output.txt|dyn-skill-workflow-state-output.txt|dyn-py-robustness-output.txt	accepted	NO	partially-true	minor	adequate	false	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_7	cursor-specialist-edge-cases-output.txt|dyn-skill-workflow-state-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_8	cursor-specialist-edge-cases-output.txt	rejected	NO	true	nit	adequate	false	NO	false-positive	nit	weak	false	NO	true	nit	adequate	false
FINDING_9	cursor-specialist-edge-cases-output.txt	rejected	NO	true	nit	adequate	false	NO	partially-true	nit	adequate	false	NO	true	nit	weak	false
