finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-structure-output.txt|cursor-specialist-testing-output.txt|dyn-test-runner-output.txt	accepted	YES	true		adequate	true	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_10	cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	true		adequate	true	EXONERATE	partially-true	nit	adequate	false	EXONERATE	true	minor	adequate	false
FINDING_11	dyn-quiet-fd-output.txt	accepted	YES	true		adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_12	dyn-quiet-fd-output.txt	accepted	YES	true		adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_13	dyn-quiet-fd-output.txt	accepted	YES	true		adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_14	dyn-quiet-fd-output.txt	exonerated	YES	true	nit	adequate	false	EXONERATE	true	nit	no-fix	false	EXONERATE	true	nit	no-fix	false
FINDING_15	dyn-quiet-fd-output.txt|dyn-shell-quoting-output.txt	accepted	YES	true		adequate	true	YES	partially-true	major	no-fix	false	YES	true	minor	adequate	false
FINDING_16	dyn-stall-state-output.txt	accepted	YES	uncertain		adequate	true	YES	true	major	excellent	false	YES	true	major	good	false
FINDING_17	dyn-stall-state-output.txt	exonerated	YES	true	nit	adequate	false	EXONERATE	partially-true	nit	no-fix	false	EXONERATE	true	nit	weak	false
FINDING_18	dyn-shell-quoting-output.txt	accepted	YES	true		adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_19	dyn-shell-quoting-output.txt	accepted	YES	true		adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_2	cursor-specialist-structure-output.txt|cursor-specialist-testing-output.txt|cursor-specialist-edge-cases-output.txt|dyn-test-runner-output.txt	accepted	YES	true		good	true	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_20	dyn-shell-quoting-output.txt	exonerated	YES	true		adequate	true	EXONERATE	true	nit	no-fix	false	EXONERATE	true	minor	adequate	false
FINDING_3	cursor-specialist-structure-output.txt	exonerated	YES	true	nit	adequate	false	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	adequate	false
FINDING_4	cursor-specialist-structure-output.txt	exonerated	YES	partially-true		adequate	true	EXONERATE	partially-true	nit	weak	false	EXONERATE	true	minor	adequate	false
FINDING_5	cursor-specialist-structure-output.txt|dyn-test-runner-output.txt	accepted	YES	true		adequate	true	NO	true	nit	weak	false	YES	true	minor	adequate	false
FINDING_6	cursor-specialist-correctness-output.txt	accepted	YES	partially-true		adequate	true	YES	partially-true	major	no-fix	false	EXONERATE	partially-true	minor	weak	true
FINDING_7	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|dyn-test-runner-output.txt	exonerated	EXONERATE	partially-true	nit	adequate	false	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	no-fix	false
FINDING_8	cursor-specialist-testing-output.txt	accepted	YES	true	nit	adequate	false	YES	true	nit	adequate	false	YES	true	nit	good	false
FINDING_9	cursor-specialist-security-output.txt	accepted	YES	true		good	true	YES	true	major	good	false	YES	true	minor	good	false
