finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Codex-Arch, Codex-Edge, Cursor-Innovation, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements, Cursor-dyn-decision-conflict, Codex-dyn-decision-conflict, Codex-dyn-deletion-completeness	accepted	YES	true	blocker	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Codex-Arch, Codex-Edge, Cursor-Innovation, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements, Cursor-dyn-decision-conflict, Codex-dyn-decision-conflict	accepted	YES	true		adequate	true	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_3	Codex-Arch, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements	accepted	YES	true	blocker	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_4	Codex-Arch, Codex-Edge, Cursor-Innovation, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements, Codex-dyn-deletion-completeness	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_5	Codex-Arch, Codex-Edge, Cursor-Innovation, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements	accepted	YES	true	blocker	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_6	Codex-Arch, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements	accepted	YES	true	minor	good	false	Claude	YES	true	minor	adequate	false	Codex	EXONERATE	true	minor	adequate	false	Cursor
FINDING_7	Codex-Arch, Cursor-dyn-decision-conflict, Codex-dyn-decision-conflict	accepted	YES	true	minor	good	false	Claude	YES	true	nit	good	false	Codex	YES	true	nit	excellent	false	Cursor
FINDING_8	Cursor-Edge, Codex-Edge, Cursor-Innovation, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements, Codex-dyn-deletion-completeness	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_9	Codex-Edge, Cursor-dyn-decision-conflict, Codex-dyn-decision-conflict, Codex-dyn-deletion-completeness	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_10	Codex-Edge	accepted	YES	true	nit	excellent	false	Claude	YES	true	nit	excellent	false	Codex	YES	true	nit	excellent	false	Cursor
FINDING_11	Cursor-Innovation, Codex-Innovation	exonerated	YES	true	minor	good	false	Claude	EXONERATE	true	minor	adequate	false	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_12	Cursor-Innovation, Codex-Innovation	accepted	YES	true	nit	adequate	false	Claude	YES	true	minor	adequate	false	Codex	YES	true	nit	good	false	Cursor
FINDING_13	Cursor-Pragmatic, Codex-Pragmatic, Codex-dyn-deletion-completeness	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_14	Cursor-Requirements, Codex-Requirements, Codex-dyn-deletion-completeness	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_15	Cursor-dyn-decision-conflict, Codex-dyn-decision-conflict	exonerated	EXONERATE	partially-true	minor	adequate	false	Claude	EXONERATE	partially-true	minor	weak	false	Codex	YES	true	major	good	false	Cursor
FINDING_16	Cursor-dyn-decision-conflict, Codex-dyn-decision-conflict	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_17	Cursor-dyn-deletion-completeness	accepted	YES	true	blocker	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_18	Codex-dyn-deletion-completeness	neutral	EXONERATE	partially-true	nit	adequate	false	Claude	NO	partially-true	nit	weak	false	Codex	YES	true	major	good	false	Cursor
FINDING_19	Codex-dyn-deletion-completeness	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
