finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|cursor-specialist-security-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-fd-routing-output.txt|dyn-state-kv-output.txt|dyn-artifact-globs-output.txt|dyn-pr-base-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_10	dyn-fd-routing-output.txt	rejected	YES	true	minor	adequate	false	NO	false-positive	nit	no-fix	false	NO	false-positive	minor	weak	false
FINDING_11	dyn-state-kv-output.txt	rejected	YES	true	nit	no-fix	false	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_12	dyn-state-kv-output.txt	neutral	YES	uncertain	nit	adequate	true	NO	uncertain	nit	no-fix	true	EXONERATE	partially-true	nit	no-fix	false
FINDING_13	dyn-state-kv-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_14	dyn-ship-cutover-output.txt	accepted	YES	partially-true	major	adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_15	dyn-ship-cutover-output.txt	accepted	YES	uncertain	major	adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_16	dyn-ship-cutover-output.txt	accepted	YES	true	major	adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_17	dyn-ship-cutover-output.txt	exonerated	YES	true	minor	no-fix	false	EXONERATE	true	minor	no-fix	false	EXONERATE	true		no-fix	true
FINDING_18	dyn-ship-cutover-output.txt	exonerated	YES	true	nit	adequate	false	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	weak	false
FINDING_19	dyn-artifact-globs-output.txt	accepted	YES	true	minor	adequate	false	YES	true	minor	adequate	false	EXONERATE	partially-true		weak	true
FINDING_2	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-state-kv-output.txt|dyn-artifact-globs-output.txt|dyn-pr-base-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_20	dyn-pr-base-output.txt	accepted	YES	uncertain	major	adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_21	dyn-pr-base-output.txt	neutral	YES	true	minor	no-fix	false	EXONERATE	true	minor	weak	false	NO	true		no-fix	true
FINDING_22	dyn-pr-base-output.txt	exonerated	YES	true	minor	adequate	false	EXONERATE	partially-true	minor	weak	false	EXONERATE	true		weak	true
FINDING_3	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-state-kv-output.txt	accepted	YES	partially-true	minor	adequate	true	NO	partially-true	nit	weak	false	YES	true	major	adequate	false
FINDING_4	cursor-specialist-structure-output.txt|cursor-specialist-security-output.txt|cursor-specialist-edge-cases-output.txt	exonerated	YES	true	nit	adequate	false	EXONERATE	partially-true	nit	weak	false	EXONERATE	partially-true	minor	adequate	false
FINDING_5	cursor-specialist-testing-output.txt|cursor-specialist-plan-fidelity-output.txt	exonerated	YES	true	minor	no-fix	false	EXONERATE	true	nit	no-fix	false	EXONERATE	true	nit	no-fix	false
FINDING_6	cursor-specialist-security-output.txt	accepted	YES	true	minor	no-fix	false	YES	true	minor	adequate	false	YES	true	major	adequate	false
FINDING_7	cursor-specialist-edge-cases-output.txt	neutral	YES	true	minor	adequate	false	NO	partially-true	nit	weak	false	EXONERATE	partially-true	nit	weak	false
FINDING_8	dyn-fd-routing-output.txt	accepted	YES	uncertain	major	adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_9	dyn-fd-routing-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	good	false	YES	true	major	good	false
