finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	cursor-specialist-correctness-output.txt	neutral	YES	true	minor	good	false	cursor-validity	NO	true	nit	good	false	cursor-plan-fidelity	NO	partially-true	nit	good	false	cursor-pragmatism
FINDING_2	cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt	neutral	YES	true	minor	good	false	cursor-validity	NO	partially-true	minor	good	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism
FINDING_3	cursor-specialist-edge-cases-output.txt	accepted	YES	true	minor	good	false	cursor-validity	YES	true	minor	excellent	false	cursor-plan-fidelity	NO	true	minor	excellent	false	cursor-pragmatism
FINDING_4	cursor-specialist-edge-cases-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true		adequate	true	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_5	cursor-specialist-edge-cases-output.txt	rejected	NO	partially-true	nit	adequate	false	cursor-validity	NO	partially-true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_6	cursor-specialist-testing-output.txt	accepted	YES	true	minor	good	false	cursor-validity	YES	true		excellent	true	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_7	cursor-specialist-testing-output.txt	neutral	NO	true	minor	adequate	false	cursor-validity	YES	true		excellent	true	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_8	dyn-legacy-tsv-schemas-output.txt	neutral	NO	true	minor	adequate	false	cursor-validity	YES	true		good	true	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_9	dyn-legacy-tsv-schemas-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true		excellent	true	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_10	dyn-legacy-tsv-schemas-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true		excellent	true	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_11	dyn-legacy-tsv-schemas-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true		weak	true	cursor-plan-fidelity	NO	true		weak	true	cursor-pragmatism
FINDING_12	dyn-legacy-tsv-schemas-output.txt	rejected	NO	true	nit	weak	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_13	dyn-skill-harness-contract-output.txt	neutral	NO	partially-true	minor	good	false	cursor-validity	YES	true		good	true	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_14	dyn-skill-harness-contract-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_15	dyn-skill-harness-contract-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true		excellent	true	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_16	dyn-skill-harness-contract-output.txt	accepted	NO	partially-true	minor	weak	true	cursor-validity	YES	true		good	true	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_17	dyn-skill-harness-contract-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	weak	false	cursor-pragmatism
