finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-Lint Bypass Auditor, Codex-dyn-Lint Bypass Auditor	accepted	YES	true	major	excellent	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	major	in_scope
FINDING_2	Codex-Arch, Codex-Innovation, Codex-Pragmatic, Codex-Requirements, Cursor-dyn-Lint Bypass Auditor, Codex-dyn-Lint Bypass Auditor	neutral	YES	true	minor	excellent	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	major	in_scope
FINDING_3	Cursor-Requirements, Cursor-dyn-Lint Bypass Auditor, Codex-dyn-Lint Bypass Auditor	rejected	NO	partially-true	nit	weak	false	codex-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	NO	partially-true	nit	weak	false	codex-pragmatism	major	in_scope
FINDING_4	Cursor-Innovation	rejected	NO	false-positive	minor	excellent	false	codex-validity	NO	false-positive	nit	adequate	false	codex-plan-fidelity	NO	false-positive	nit	good	false	codex-pragmatism	minor	in_scope
FINDING_5	Codex-Innovation	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	minor	in_scope
OOS_1	Cursor-Arch	accepted	NO	partially-true	minor	adequate	false	codex-validity	YES	true	minor	no-fix	false	codex-plan-fidelity	YES	true	minor	no-fix	false	codex-pragmatism	minor	oos
OOS_2	Cursor-Arch	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	no-fix	false	codex-plan-fidelity	YES	true	minor	no-fix	false	codex-pragmatism	minor	oos
OOS_3	Cursor-Innovation	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	no-fix	false	codex-plan-fidelity	YES	true	minor	no-fix	false	codex-pragmatism	minor	oos
OOS_4	Cursor-Pragmatic	rejected	NO	partially-true	minor	adequate	false	codex-validity	NO	true	minor	no-fix	false	codex-plan-fidelity	NO	true	minor	no-fix	false	codex-pragmatism	minor	oos
OOS_5	Cursor-Requirements	rejected	NO	true	minor	good	false	codex-validity	NO	true	minor	no-fix	false	codex-plan-fidelity	NO	true	minor	no-fix	false	codex-pragmatism	minor	oos
