finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-Workflow Gate Integrator	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	in_scope
FINDING_2	Cursor-Arch, Cursor-Innovation, Cursor-dyn-Workflow Gate Integrator	accepted	YES	true	major	good	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	in_scope
FINDING_3	Cursor-Arch, Codex-Arch, Cursor-Innovation, Codex-Innovation, Cursor-Pragmatic, Cursor-dyn-Workflow Gate Integrator	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	in_scope
FINDING_4	Cursor-Arch, Cursor-Innovation, Cursor-Requirements	accepted	YES	partially-true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	major	in_scope
FINDING_5	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic	rejected	NO	true	nit	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	major	in_scope
FINDING_6	Codex-Arch, Codex-Pragmatic, Codex-Requirements	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	major	in_scope
FINDING_7	Codex-Arch, Codex-Pragmatic	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	major	in_scope
FINDING_8	Cursor-Pragmatic, Cursor-Requirements	rejected	NO	true	nit	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	minor	in_scope
FINDING_9	Codex-Pragmatic	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	minor	in_scope
FINDING_10	Cursor-Requirements	rejected	NO	partially-true	minor	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	minor	in_scope
FINDING_11	Cursor-Requirements	rejected	NO	true	nit	adequate	false	codex-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	minor	in_scope
FINDING_12	Cursor-dyn-Workflow Gate Integrator, Codex-dyn-Workflow Gate Integrator	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	in_scope
FINDING_13	Cursor-Innovation	neutral	YES	true	nit	good	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	minor	in_scope
OOS_1	Cursor-Requirements	neutral	YES	true	nit	good	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	minor	oos
OOS_2	Cursor-dyn-Workflow Gate Integrator	neutral	NO	partially-true	nit	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	minor	oos
