finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-structure-output.txt	exonerated	JUDGE_ERROR				true	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	adequate	false
FINDING_10	cursor-specialist-correctness-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true	major	excellent	false
FINDING_11	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-cap-loop-output.txt	accepted	YES	true	minor	adequate	false	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_12	cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	true	nit	adequate	false	EXONERATE	partially-true	minor	weak	false	YES	true	minor	good	false
FINDING_13	cursor-specialist-edge-cases-output.txt	rejected	EXONERATE	uncertain	nit	adequate	true	NO	false-positive	minor	weak	false	NO	false-positive	minor	no-fix	false
FINDING_14	cursor-specialist-edge-cases-output.txt	accepted	EXONERATE	true	nit	adequate	false	YES	true	minor	adequate	false	YES	true	minor	adequate	false
FINDING_15	dyn-resume-state-output.txt	accepted	EXONERATE	partially-true	nit	adequate	false	YES	true	minor	adequate	false	YES	true	minor	good	false
FINDING_16	dyn-state-persistence-output.txt	neutral	NO	false-positive	nit	weak	false	EXONERATE	partially-true	minor	weak	false	YES	true	minor	excellent	false
FINDING_17	dyn-state-persistence-output.txt	exonerated	EXONERATE	true	nit	adequate	false	EXONERATE	partially-true	minor	weak	false	YES	true	minor	good	false
FINDING_18	dyn-state-persistence-output.txt	accepted	YES	true	minor	adequate	false	YES	true	minor	adequate	false	YES	true	minor	adequate	false
FINDING_19	dyn-cap-loop-output.txt	accepted	YES	partially-true	minor	adequate	true	YES	true	major	adequate	false	YES	true	major	excellent	false
FINDING_2	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-resume-state-output.txt|dyn-github-authority-output.txt|dyn-cap-loop-output.txt	accepted	JUDGE_ERROR				true	YES	true	major	adequate	false	YES	true	major	excellent	false
FINDING_20	dyn-cap-loop-output.txt	accepted	YES	true	minor	adequate	false	EXONERATE	true	minor	weak	false	YES	true	minor	adequate	false
FINDING_21	dyn-statefile-hardening-output.txt	accepted	EXONERATE	partially-true	minor	adequate	false	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_22	dyn-statefile-hardening-output.txt	neutral	EXONERATE	true	minor	adequate	false	YES	true	major	adequate	false	NO	false-positive	minor	no-fix	false
FINDING_23	dyn-statefile-hardening-output.txt	accepted	EXONERATE	true	minor	adequate	false	YES	true	major	adequate	false	YES	partially-true	minor	adequate	false
FINDING_24	dyn-statefile-hardening-output.txt	exonerated	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	no-fix	false
FINDING_25	dyn-statefile-hardening-output.txt	neutral	NO	partially-true	nit	weak	false	YES	true	minor	adequate	false	EXONERATE	true	nit	no-fix	false
FINDING_26	dyn-statefile-hardening-output.txt	rejected	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_3	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-resume-state-output.txt|dyn-github-authority-output.txt|dyn-state-persistence-output.txt	accepted	JUDGE_ERROR				true	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_4	cursor-specialist-structure-output.txt	exonerated	JUDGE_ERROR				true	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	adequate	false
FINDING_5	cursor-specialist-structure-output.txt	exonerated	JUDGE_ERROR				true	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	weak	false
FINDING_6	cursor-specialist-structure-output.txt|cursor-specialist-testing-output.txt|cursor-specialist-security-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	JUDGE_ERROR				true	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_7	cursor-specialist-structure-output.txt|cursor-specialist-edge-cases-output.txt|dyn-resume-state-output.txt	accepted	JUDGE_ERROR				true	YES	true	minor	adequate	false	YES	true	minor	good	false
FINDING_8	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-resume-state-output.txt|dyn-github-authority-output.txt|dyn-state-persistence-output.txt|dyn-cap-loop-output.txt	accepted	JUDGE_ERROR				true	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_9	cursor-specialist-correctness-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-resume-state-output.txt|dyn-github-authority-output.txt	accepted	EXONERATE	true	minor	adequate	false	YES	true	major	adequate	false	YES	true	major	excellent	false
