archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	2	1	0	0.500000
correctness	correctness	1	1	1	0	1.000000
testing	risk-integration	1	2	1	0	0.500000
security	security	1	5	0	5	0.000000
edge-cases	correctness	1	4	1	0	0.250000
plan-fidelity	architecture	1	13	1	12	0.076923
dyn-contract-streams	risk-integration	1	0	0	0	n/a
dyn-bash32	code-quality	1	0	0	0	n/a
dyn-gh-api	risk-integration	1	0	0	0	n/a
dyn-skill-fences	architecture	1	2	1	0	0.500000
