archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	5	3	0	0.600000
correctness	correctness	1	4	2	0	0.500000
testing	risk-integration	1	5	3	0	0.600000
security	security	1	3	3	0	1.000000
edge-cases	correctness	1	4	3	0	0.750000
plan-fidelity	architecture	1	3	1	1	0.333333
dyn-sparse-rooting	architecture	1	5	3	0	0.600000
dyn-hook-failopen	risk-integration	1	0	0	0	n/a
dyn-cli-signals	correctness	1	4	4	0	1.000000
dyn-release-flow	risk-integration	1	3	3	0	1.000000
dyn-sparse-git	correctness	1	3	2	0	0.666667
