Reviewing the implementation plan and tracing cited code paths for edge cases and failure modes.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	scripts/breadcrumb-monitor.sh:5-10	Signal helper under set -euo pipefail lacks kill failure guards	kill -TERM/-KILL or kill -0 on a stale/dead PID returns non-zero and aborts the monitor before exit 4 leaving the background Family B process orphaned and the orchestrator without the intended timeout contract	Wrap larch_bm_signal_paired_pid kill/poll calls with || true (or local set +e) and always fall through to exit 4; add harness case for ESRCH/stale PID
2	in_scope	important	correctness	scripts/test-breadcrumb-monitor.sh:88	Plan names two different test-only timeout env vars in one paragraph	LARCH_TEST_OVERRIDE_TIMEOUT vs LARCH_BM_TEST_TIMEOUT_SECONDS invites a broken or untested timeout override hook	Pick one name (LARCH_BM_TEST_TIMEOUT_SECONDS), use it in test-breadcrumb-monitor.sh and breadcrumb-monitor.md only, delete the other name from the plan
3	in_scope	important	risk-integration	skills/design/SKILL.md:470	Monitor internal timeout exceeds common Bash tool timeout on sketch fences	Sketch collection fences use timeout 1260000 (21m) while breadcrumb-monitor waits 1800s (30m); the host kills the foreground monitor first so the new paired-pid SIGTERM/SIGKILL path never runs and collect-agent-results.sh can remain orphaned	Align timeouts (raise Bash timeout above monitor budget or lower LARCH_BM timeout for sketch fences) and document the invariant in BASH_AUTHORING.md
4	in_scope	important	correctness	scripts/breadcrumb-monitor.sh:117-130	Planned WARN breadcrumb uses non-parseable larch:bc field names	Plan specifies larch:bc category=warn msg=paired-pid-file-missing but larch_bm_emit_line only accepts c= tokens; malformed lines are dropped as non-breadcrumb	Emit via larch_err/printf WARN paired-pid-file-missing (matching existing monitor WARN lines) or a structured larch:bc t=… c=warn text=paired-pid-file-missing record; pin exact stdout in test-breadcrumb-monitor.sh
5	in_scope	important	risk-integration	skills/implement/SKILL.md:66	NEVER #16 still documents five LARCH_* exports only	Implementers following NEVER #16 will omit LARCH_PAIRED_PID_FILE allocation/export and --paired-pid-file even after BASH_AUTHORING.md changes	Update NEVER #16 and the fence preambles to six env vars plus --paired-pid-file on breadcrumb-monitor.sh in the same edit pass as BASH_AUTHORING.md
6	in_scope	important	security	scripts/lib-quiet.sh:290-297	Writer validates absolute/no-.. only not session-tmpdir scope	Monitor rejects --paired-pid-file outside IMPLEMENT/DESIGN/REVIEW/RESEARCH tmpdirs but larch_quiet_write_paired_pid will still write $$ to a mis-set path if only the env var is wrong	Mirror larch_log_breadcrumbs_under_session_tmp (or reuse larch_bm_validate_path logic) in larch_quiet_write_paired_pid before writing; no-op with larch_err on reject
7	in_scope	important	risk-integration	scripts/ci-wait.md:5-9	Partial ci-wait contract migration leaves contradictory invocation rules	Plan updates ci-wait.md toward Family B pairing but not skills/implement/references/rebase-rebump-subprocedure.md:184 synchronous-only guidance; operators can background ci-wait without monitor pairing or keep synchronous calls without paired-pid cleanup	Reconcile rebase-rebump-subprocedure.md (and any test-implement-structure pins) with the chosen ci-wait invocation model in the same PR
8	in_scope	nit	correctness	scripts/lint-foreground-markers.sh:345-350	has_pid_alloc accepts bare export without mktemp allocation	A fence with export LARCH_PAIRED_PID_FILE and no mktemp passes lint while leaving the file unset at launch time	Add a third required pattern (mktemp/touch assignment) or require LARCH_PAIRED_PID_FILE=…$(mktemp …) specifically; tighten fixtures accordingly

**1. [correctness] `scripts/breadcrumb-monitor.sh:5-10`** — The proposed `larch_bm_signal_paired_pid` runs under `set -euo pipefail`. Any `kill`/`kill -0` against a stale or already-exited PID returns non-zero and can abort the monitor before `exit 4`, leaving the Family B background process running and defeating the orphan fix. **Suggested revision:** guard all kill/poll calls with `|| true` (or a local `set +e` block) and always proceed to `exit 4`; add a harness case for ESRCH/stale PID.

**2. [correctness] `scripts/test-breadcrumb-monitor.sh:88` (plan)** — The plan references both `LARCH_TEST_OVERRIDE_TIMEOUT` and `LARCH_BM_TEST_TIMEOUT_SECONDS` for the same hook. **Suggested revision:** standardize on one test-only env var end-to-end in code, docs, and the plan.

**3. [risk-integration] `skills/design/SKILL.md:470`** — Sketch-phase fences use Bash `timeout: 1260000` (21 minutes) while the monitor waits 1800 seconds (30 minutes). The host typically SIGKILLs the foreground monitor first, so the new paired-pid signaling path never runs and `collect-agent-results.sh` can remain orphaned. **Suggested revision:** align Bash timeout with monitor budget (or lower monitor timeout for sketch fences) and document the coupling in `BASH_AUTHORING.md`.

**4. [correctness] `scripts/breadcrumb-monitor.sh:117-130`** — The plan’s WARN breadcrumb shape (`category=warn msg=…`) does not match `larch_bm_emit_line`, which parses `c=` fields and drops non-conforming lines. **Suggested revision:** use `larch_err`/`printf 'WARN …'` like existing monitor warnings, or emit `larch:bc … c=warn text=paired-pid-file-missing`; pin stdout in tests.

**5. [risk-integration] `skills/implement/SKILL.md:66`** — NEVER #16 still says to export only five `LARCH_*` paths and omits `--paired-pid-file`. **Suggested revision:** update NEVER #16 and matching fence prose to the sixth env var plus monitor flag in the same PR as `BASH_AUTHORING.md`.

