schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	plan (session plan.txt):87-92,180-182,188-189	`.decompose-issues-filed` plus edge-case-7 skip semantics are not reconciled with partial batch failure	If `annotate` writes `.decompose-issues-filed` whenever any piece URLs exist (mirroring `file-design-oos.sh` which always writes `oos-issues-created.md` before exiting 1 on partial lines 409-422), a re-run that treats a non-empty sentinel like edge case 7 would skip `/larch:issue` entirely and never create missing pieces; if instead partial runs omit the file, there is no durable map for which indices already exist after a crash before `annotate`	Spell the contract in `decompose-file-issues.sh` and `decompose-panel.md`: either (a) two-phase sentinel e.g. `.decompose-issues-partial` vs full `.decompose-issues-filed`, or (b) `prepare` must rebuild a reduced `--input-file` from `partition-filed.md` plus sentinel lines and never short-circuit on partial, or (c) document the same operator escape as OOS (`--clear-*` equivalent) with explicit breadcrumbs
1	in_scope	important	architecture	plan (session plan.txt):87-88,99-102,165-166	No durable boundary between successful `prepare` and `/larch:issue`	Crash or halt after `partition-input.txt` exists but before stdout is captured leaves no sentinel; next `/design` re-enters Step 2b.5 and may repeat the full AskUserQuestion or panel path even though the partition graph was already validated	Add a post-`prepare` marker e.g. `.decompose-partition-prepared` or KV `DECOMPOSE_PREPARE_OK` consumed by `decompose-panel.md` entry so re-run jumps to issue capture or shows a single resume AskUserQuestion instead of re-validating the same partition from scratch
1	in_scope	important	risk-integration	plan (session plan.txt):106-116 vs 188-189	Manual `partition-input.txt` surgery after `ISSUES_FAILED>0` is only in Failure Modes prose	Operator sees generic panel copy from the proposed SKILL Split-path body with no mandatory breadcrumb parallel to `skills/design/SKILL.md:853` for OOS partial failures	Require `references/decompose-panel.md` plus the SKILL Split-path exit branches to print an explicit line when `ISSUES_FAILED>0` naming `partition-input.txt`, that succeeded indices are recorded in `.decompose-issues-filed` or `partition-filed.md`, and the exact edit expectation (trim to remaining pieces or regenerate deps TSV)
1	in_scope	nit	correctness	plan (session plan.txt):188-189	Instructions contradict each other	"complete only the failed pieces" conflicts with "remove the failed-piece entries" and mis-routes implementers	Replace with one normative recipe e.g. "drop succeeded `###` blocks from the batch input (or regenerate from `partition-filed.md`) so `/larch:issue` sees only unfired indices; rebuild `--intra-batch-deps-file` for the reduced index set"
1	in_scope	latent	security	plan (session plan.txt):83-92,91	`close-original` and `annotate` parse machine stdout and call `gh` without a stated trust boundary for captured paths	`partition-filed.md` and stdout fixtures could be swapped or poisoned in shared tmpdirs; low likelihood but same class as other design helpers	Note in the proposed `decompose-file-issues.md` to treat `--issue-stdout-file` and `partition-filed.md` as session-private, validate GitHub URLs like `file-design-oos.sh` recovery does, and redact `gh` stderr via existing `append-tool-failure.sh` patterns
1	in_scope	important	correctness	plan (session plan.txt):87-92,180-182,188-189	`.decompose-issues-filed` contract is not aligned with edge case 6 partial success vs edge case 7 skip-refile semantics	Mirroring `file-design-oos.sh` (writes `oos-issues-created.md` then exits 1 when `ISSUES_FAILED>0` at lines 409-422) while also treating any non-empty `.decompose-issues-filed` like edge case 7 would skip `/larch:issue` and strand unfired pieces; omitting the file on partial loses a durable index map after a crash before `annotate`	Define explicit states: e.g. append-only `PARTITION_FILE_MAP` lines plus a `DECOMPOSE_ISSUES_COMPLETE=true|false` tail or separate sentinels; require `prepare` to rebuild or subset the batch from `partition-filed.md` and never use a single-file skip that blocks partial completion
1	in_scope	important	architecture	plan (session plan.txt):87-88,99-102	No durable machine boundary after a passing cycle check and before `/larch:issue`	Orchestrator crash leaves `partition-input.txt` without a paired “issue launched” marker; next `/design` repeats Step 2b.5 user flow and may re-prompt over an already validated partition	Add `.decompose-partition-prepared` or equivalent after `prepare` succeeds and teach `decompose-panel.md` entry to resume at capture-or-reinvoke with a one-line breadcrumb instead of full re-panel
1	in_scope	important	risk-integration	plan (session plan.txt):106-116 vs 188-189	Manual `partition-input.txt` editing for `ISSUES_FAILED>0` is not mandated in the proposed SKILL or reference excerpt	Operator only sees Failure Modes buried in the plan file, not chat-level guidance unlike `skills/design/SKILL.md:853-854` for OOS partial filing	Mirror the OOS partial pattern: mandatory stderr-or-chat line naming the file path, `ISSUES_FAILED`, and the exact edit-or-regenerate steps when `annotate` exits non-zero
1	in_scope	nit	correctness	plan (session plan.txt):188-189	Failure mode 2 text contradicts itself	“complete only the failed pieces” vs “remove the failed-piece entries” sends implementers toward opposite batch edits	Replace with one normative procedure tied to 1-based indices and deps TSV regeneration
1	in_scope	latent	security	plan (session plan.txt):83-92,91	`annotate` and `close-original` trust captured stdout and composed markdown without stated validation	Shared-tmp tampering or malformed URLs could mis-associate pieces in `partition-filed.md` or the close comment	Document strict GitHub URL checks and session-private tmp assumptions consistent with `skills/design/scripts/file-design-oos.sh:143-157`
