finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Innovation, Cursor-dyn-Security Sidecar Auditor	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_2	Cursor-Arch, Codex-dyn-Security Sidecar Auditor	accepted	YES	true	major	adequate	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	good	false	Cursor	important	in_scope
FINDING_3	Cursor-Requirements	neutral	NO	true	nit	adequate	false	Claude	NO	false-positive	nit	no-fix	false	Codex	YES	true	nit	excellent	false	Cursor	important	in_scope
FINDING_4	Codex-Arch, Codex-Pragmatic, Codex-Requirements	neutral	NO	partially-true	minor	adequate	false	Claude	NO	false-positive	nit	no-fix	false	Codex	YES	true	minor	excellent	false	Cursor	important	in_scope
FINDING_5	Cursor-Requirements	rejected	NO	true	minor	adequate	false	Claude	NO	false-positive	nit	no-fix	false	Codex	NO	true	minor	adequate	false	Cursor	important	in_scope
FINDING_6	Cursor-Requirements	neutral	NO	uncertain	nit	adequate	true	Claude	NO	false-positive	nit	no-fix	false	Codex	YES	true	minor	excellent	false	Cursor	important	in_scope
FINDING_7	Cursor-Requirements	neutral	NO	partially-true	minor	adequate	false	Claude	NO	false-positive	nit	no-fix	false	Codex	YES	true	minor	excellent	false	Cursor	important	in_scope
FINDING_8	Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-Security Sidecar Auditor	accepted	NO	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_9	Cursor-Pragmatic	accepted	YES	true	minor	adequate	false	Claude	NO	true	nit	no-fix	false	Codex	YES	true	minor	good	false	Cursor	important	in_scope
FINDING_10	Cursor-Innovation	neutral	NO	true	nit	adequate	false	Claude	NO	false-positive	nit	no-fix	false	Codex	YES	true	nit	excellent	false	Cursor	nit	in_scope
OOS_1	Cursor-Arch	accepted	YES	true	minor	adequate	false	Claude					true	Codex	YES	true	major	good	false	Cursor	latent	oos
