finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|codex-specialist-correctness|cursor-specialist-edge-cases|dyn-dyn-tier1-doc-pointers	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness|cursor-specialist-edge-cases|dyn-dyn-tier1-doc-pointers	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness|dyn-dyn-tier1-doc-pointers	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	no-fix	false	codex-plan-fidelity	YES	true	minor	no-fix	false	codex-pragmatism	oos
FINDING_4	cursor-specialist-correctness|dyn-dyn-tier1-doc-pointers	neutral	YES	true	minor	good	false	codex-validity	NO	false-positive	nit	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	oos
FINDING_5	cursor-specialist-correctness	accepted	YES	true	minor	adequate	false	codex-validity	NO	partially-true	nit	no-fix	false	codex-plan-fidelity	YES	true	minor	no-fix	false	codex-pragmatism	oos
FINDING_6	codex-specialist-correctness|codex-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	no-fix	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_7	cursor-specialist-edge-cases	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	no-fix	false	codex-plan-fidelity	YES	true	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_8	cursor-specialist-edge-cases	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	no-fix	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	in_scope
FINDING_9	cursor-specialist-edge-cases|dyn-dyn-tier1-doc-pointers	rejected	NO	true	nit	no-fix	false	codex-validity	NO	partially-true	nit	no-fix	false	codex-plan-fidelity	NO	true	nit	no-fix	false	codex-pragmatism	oos
FINDING_10	cursor-specialist-correctness	rejected	NO	true	nit	no-fix	false	codex-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	oos
FINDING_11	codex-specialist-edge-cases	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	no-fix	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_12	cursor-specialist-testing|dyn-dyn-tier1-doc-pointers	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	in_scope
FINDING_13	cursor-specialist-testing|dyn-dyn-tier1-doc-pointers	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	in_scope
FINDING_14	cursor-specialist-correctness|cursor-specialist-testing|dyn-dyn-tier1-doc-pointers	neutral	NO	partially-true	minor	no-fix	false	codex-validity	YES	true	minor	no-fix	false	codex-plan-fidelity	NO	partially-true	nit	no-fix	false	codex-pragmatism	oos
FINDING_15	cursor-specialist-testing|codex-specialist-testing	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	partially-true	minor	weak	false	codex-pragmatism	in_scope
