finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Codex-Arch, Cursor-Innovation, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Codex-Requirements	accepted	NO	partially-true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	blocker	good	false	Cursor	blocking	in_scope
FINDING_2	Cursor-Arch	neutral	NO	partially-true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	minor	excellent	false	Cursor	important	in_scope
FINDING_3	Codex-Arch	neutral	NO	uncertain	uncertain	good	true	Claude	NO	false-positive	uncertain	no-fix	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking	oos
FINDING_4	Codex-Arch, Codex-Pragmatic, Cursor-Requirements, Cursor-dyn-Launcher Contract, Codex-dyn-Launcher Contract	accepted	NO	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_5	Cursor-Innovation, Codex-Innovation	neutral	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	true	major	good	false	Cursor	important	oos
FINDING_6	Cursor-Innovation	neutral	NO	false-positive	nit	adequate	false	Claude	YES	true	major	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	important	oos
FINDING_7	Cursor-Requirements	rejected	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	nit	adequate	false	Cursor	important	in_scope
OOS_1	Cursor-Innovation	neutral	NO	false-positive	nit	adequate	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	minor	adequate	true	Cursor	important	oos
OOS_2	Cursor-Pragmatic	rejected	NO	false-positive	nit	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important	oos
OOS_3	Cursor-dyn-Launcher Contract	neutral	NO	true	minor	no-fix	false	Claude	NO	partially-true	major	adequate	false	Codex	YES	true	major	good	false	Cursor	latent	oos
