finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt	accepted	YES	true		good	true	YES	true	major	good	false	NO	true	minor	good	false
FINDING_10	cursor-specialist-edge-cases-output.txt	neutral	NO	true	minor	good	false	YES	true	minor	good	false	NO	true	minor	good	false
FINDING_11	cursor-specialist-edge-cases-output.txt	neutral	NO	partially-true	minor	adequate	false	YES	true	major	good	false	NO	partially-true	minor	good	true
FINDING_12	cursor-specialist-edge-cases-output.txt	rejected	NO	uncertain		weak	true	NO	partially-true	minor	adequate	true	NO	partially-true	minor	adequate	true
FINDING_13	cursor-specialist-testing-output.txt|dyn-launcher-parity-output.txt	accepted	YES	true		good	true	YES	true	major	good	false	NO	true	minor	good	false
FINDING_14	cursor-specialist-testing-output.txt	rejected	NO	true		adequate	true	NO	true	nit	adequate	false	NO	true	minor	good	false
FINDING_15	cursor-specialist-testing-output.txt	rejected	NO	true		adequate	true	NO	true	minor	adequate	false	NO	true	minor	good	false
FINDING_16	codex-generic-output.txt	accepted	YES	true	blocker	excellent	false	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_17	codex-generic-output.txt	accepted	YES	true	major	excellent	false	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_18	codex-generic-output.txt	neutral	NO	partially-true	minor	good	false	YES	true	major	good	false	NO	partially-true	minor	good	true
FINDING_19	dyn-retry-cutover-output.txt	neutral	NO	true	minor	good	false	YES	true	minor	good	false	NO	true	minor	good	false
FINDING_2	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|dyn-launcher-parity-output.txt	accepted	YES	true		good	true	YES	true	major	good	false	NO	true	minor	good	false
FINDING_20	dyn-retry-cutover-output.txt	rejected	NO	true	minor	good	false	NO	true	minor	good	false	NO	true	minor	good	false
FINDING_21	cursor-specialist-testing-output.txt	rejected	JUDGE_ERROR				true	NO	true	nit	good	false	NO	true	nit	excellent	false
FINDING_22	cursor-specialist-testing-output.txt	accepted	JUDGE_ERROR				true	YES	true	minor	good	false	YES	true	minor	excellent	false
FINDING_23	dyn-launcher-parity-output.txt	rejected	JUDGE_ERROR				true	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_24	dyn-launcher-parity-output.txt	rejected	JUDGE_ERROR				true	NO	true	nit	no-fix	false	NO	true	nit	adequate	false
FINDING_25	dyn-launcher-parity-output.txt	rejected	JUDGE_ERROR				true	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_26	dyn-launcher-parity-output.txt	rejected	JUDGE_ERROR				true	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_27	dyn-retry-cutover-output.txt	neutral	JUDGE_ERROR				true	YES	true	minor	no-fix	false	NO	partially-true	minor	adequate	true
FINDING_3	cursor-specialist-correctness-output.txt	accepted	YES	true		adequate	true	YES	true	major	good	false	NO	true	minor	good	false
FINDING_4	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt	neutral	YES	true		excellent	true	NO	true	minor	good	false	NO	true	minor	excellent	false
FINDING_5	cursor-specialist-correctness-output.txt	rejected	NO	uncertain		adequate	true	NO	partially-true	minor	adequate	false	NO	true	minor	good	false
FINDING_6	cursor-specialist-correctness-output.txt	rejected	NO	uncertain		adequate	true	NO	true	minor	adequate	false	NO	true	minor	good	false
FINDING_7	cursor-specialist-correctness-output.txt	rejected	NO	uncertain		adequate	true	NO	true	minor	adequate	false	NO	true	minor	good	false
FINDING_8	cursor-specialist-correctness-output.txt	neutral	JUDGE_ERROR				true	YES	true	minor	adequate	false	NO	partially-true	minor	adequate	true
FINDING_9	cursor-specialist-correctness-output.txt	neutral	JUDGE_ERROR				true	YES	true	minor	weak	false	NO	true	minor	adequate	false
