finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	cursor-specialist-correctness-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	adequate	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_2	cursor-specialist-correctness-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_3	cursor-specialist-correctness-output.txt	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_4	cursor-specialist-correctness-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	minor	adequate	false	cursor-pragmatism
FINDING_5	cursor-specialist-correctness-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_6	cursor-specialist-edge-cases-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_7	cursor-specialist-edge-cases-output.txt	rejected	NO	partially-true	minor	adequate	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	minor	adequate	false	cursor-pragmatism
FINDING_8	cursor-specialist-edge-cases-output.txt	rejected	NO	partially-true	minor	adequate	false	cursor-validity	NO	partially-true	minor	adequate	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
FINDING_9	cursor-specialist-edge-cases-output.txt	rejected	NO	partially-true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_10	cursor-specialist-edge-cases-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	weak	false	cursor-plan-fidelity	NO	true	nit	weak	false	cursor-pragmatism
FINDING_11	cursor-specialist-edge-cases-output.txt	rejected	NO	partially-true	nit	adequate	false	cursor-validity	NO	partially-true	nit	adequate	false	cursor-plan-fidelity	NO	partially-true	nit	adequate	false	cursor-pragmatism
FINDING_12	cursor-specialist-testing-output.txt	rejected	NO	true	major	good	false	cursor-validity	NO	true	major	good	false	cursor-plan-fidelity	NO	true	major	good	false	cursor-pragmatism
FINDING_13	cursor-specialist-testing-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_14	cursor-specialist-testing-output.txt	accepted	YES	true	major	good	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_15	cursor-specialist-testing-output.txt	rejected	NO	true	nit	weak	false	cursor-validity	NO	true	nit	weak	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_16	cursor-specialist-testing-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_17	codex-generic-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_18	dyn-delta-scope-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_19	dyn-delta-scope-output.txt	neutral	NO	partially-true	minor	good	false	cursor-validity	NO	partially-true	minor	adequate	true	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_20	dyn-delta-scope-output.txt	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_21	dyn-delta-scope-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	minor	adequate	false	cursor-pragmatism
FINDING_22	dyn-delta-scope-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	minor	no-fix	false	cursor-pragmatism
FINDING_23	dyn-delta-scope-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	minor	adequate	false	cursor-pragmatism
