schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	plan.txt:91-93 / skills/design/scripts/tally-plan-review.sh:105-110	0-judge TSV voting_result tied to existing tally semantics	Plan claims voting_result reflects main-agent-required while existing tally never emits per-item results when eligible_count is 0; classify_result with eligible<=0 prints rejected (scripts/lib-vote-tally.sh:126-127) which mislabels pending panel work as rejected in analytics	Define an explicit voting_result string for the 0-judge path (e.g. main-agent-vote-required or pending) and add a harness assertion; do not infer from classify_result(…, eligible=0) without documenting that semantic break from rejected
1	in_scope	important	architecture	plan.txt:77-79 vs scripts/lib-voter-parse-rate.sh:10-12	Retry-prefix edit anchored at wrong line	Implementers editing only the kind branch around line 186 will miss the real retry prose in VOTER_PARSE_RATE_RETRY_PREFIX_PLAN and VOTER_PARSE_RATE_RETRY_PREFIX_CODE	Revise the plan to name the top-of-file prefix constants (lines 10-12) as the single source of truth for retry wording updates
1	in_scope	important	risk-integration	skills/design/scripts/tally-plan-review.sh:68 / plan.txt:89-90	Default nested findings-classification path lacks mkdir guarantee	Tally only mkdir -p DESIGN_TMPDIR today; writing plan-review/round-1/findings-classification.tsv without ensuring parents fails under set -e when the flag is omitted	Specify mkdir -p on the parent of the default output path inside tally before redirect (mirror plan-review-loop mkdir for explicit --out)
1	in_scope	nit	correctness	plan.txt:14-16 / plan.txt:97-100	JUDGE_ERROR vs empty vN_vote not pinned to one wire value	Empty PARSED_VOTE equals JUDGE_ERROR in prose but TSV schema says empty cells; consumers cannot tell missing vote from malformed vote if both render empty	Document whether vN_vote stays empty for JUDGE_ERROR or emits the literal JUDGE_ERROR and align parser plus harness fixtures with that choice
1	in_scope	important	security	plan.txt:94-100 / scripts/design-log-publish.sh:246-251	Unescaped judge-supplied axis text written into TSV	Malicious or sloppy judge output with embedded tabs or newlines breaks column alignment or injects extra logical rows into naive TSV consumers	Extend the plan to require tab/newline stripping or replacement in all TSV cells sourced from voter files (axes and votes) before write, with a harness case if feasible
1	in_scope	latent	correctness	plan.txt:36-37 / skills/design/scripts/tally-plan-review.sh:103-110	0 judges plus empty ballot not classified	Early exit on eligible_count==0 skips clarifying whether Decision 1 (per-row) or Decision 2 (header-only) wins when block_files is also empty	Decide expected artifact (header-only vs rows) and encode it in tally plus a harness case so the intersection is deterministic
1	in_scope	nit	code-quality	plan.txt:87-93	Section header says three additive changes but lists four numbered items	Readers mis-estimate scope and reviewers may miss one required delta	Rename the heading to four changes or merge items for accurate checklist parity
1	in_scope	important	correctness	scripts/lib-vote-tally.sh:124-128;skills/design/scripts/tally-plan-review.sh:105-110	0-judge per-row voting_result not defined by existing tally semantics	Plan ties TSV voting_result to main-agent-required but tally exits before per-block work; classify_result(eligible<=0) yields rejected mislabeling pending main-agent work	Choose an explicit voting_result string for the 0-judge path (distinct from normal rejected), document it in acceptance plus harness; do not claim current tally already emits those rows
1	in_scope	important	architecture	plan.txt:77-79;scripts/lib-voter-parse-rate.sh:10-12	Retry-prefix edits mis-anchored near line 186	Editors who touch only the kind switch miss VOTER_PARSE_RATE_RETRY_PREFIX_PLAN and VOTER_PARSE_RATE_RETRY_PREFIX_CODE where prose actually lives	Name the prefix constants at scripts/lib-voter-parse-rate.sh:10-12 as the required edit sites in the plan
1	in_scope	important	risk-integration	skills/design/scripts/tally-plan-review.sh:68;plan.txt:89-90	Default nested classification output path may lack parent dirs	Tally only mkdir -p DESIGN_TMPDIR; default plan-review/round-1/findings-classification.tsv can fail under set -e when flag omitted	Require mkdir -p for the default output directory inside tally-plan-review.sh before writing the TSV
1	in_scope	nit	correctness	plan.txt:14-20;plan.txt:97-100	JUDGE_ERROR versus empty vN_vote unspecified	Consumers cannot distinguish missing vote token from malformed vote if both map to blank cells	Document whether vN_vote emits literal JUDGE_ERROR or stays empty and align parser tally and fixtures
1	in_scope	important	security	plan.txt:94-100	Judge-supplied axis strings lack output escaping rules	Tabs or newlines in axis values break TSV columns or spoof extra rows for naive parsers	Specify tab newline normalization for all voter-sourced TSV fields and add a harness case where practical
1	in_scope	latent	correctness	plan.txt:36-37;skills/design/scripts/tally-plan-review.sh:103-110	0 judges plus empty ballot intersection unstated	Early exit on eligible_count==0 precedes empty ballot handling; Decision 1 versus Decision 2 outcome is ambiguous	Declare expected TSV shape for simultaneous zero judges and zero findings and add a harness assertion
1	in_scope	nit	code-quality	plan.txt:87-93	Heading says three additive changes but lists four items	Scope checklist does not match narrative risking a missed implementation step	Rename to four changes or merge bullets so numbering matches prose
