finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Cursor-Arch, Cursor-Innovation	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_3	Cursor-Arch	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Arch, Cursor-Innovation, Cursor-Requirements	accepted	NO	false-positive	minor	weak	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_5	Cursor-Arch, Cursor-Innovation, Cursor-dyn-envelope-schema-drift	accepted	NO	false-positive	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_6	Cursor-Innovation	accepted	NO	false-positive	minor	adequate	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_7	Codex-Pragmatic, Codex-Requirements, Cursor-dyn-test-calibration	accepted	NO	uncertain	minor	adequate	true	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_8	Codex-dyn-envelope-schema-drift	accepted	YES	true	major	adequate	true	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_9	Codex-Arch	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	minor	good	false	Cursor	important
FINDING_10	Codex-Innovation	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	minor	good	false	Cursor	important
FINDING_11	Codex-Pragmatic	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	minor	good	false	Cursor	important
FINDING_12	Codex-Requirements	neutral	NO	partially-true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	NO	true	nit	good	false	Cursor	latent
