finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-dyn-Approval Gate Contract Auditor	accepted	YES	true	major	excellent	false	Claude	NO	partially-true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_2	Cursor-Arch	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	good	false	Cursor	important	in_scope
FINDING_3	Cursor-Arch, Cursor-Innovation, Cursor-dyn-Approval Gate Contract Auditor	rejected	NO	partially-true	minor	adequate	false	Claude	NO	true	minor	good	false	Codex	NO	partially-true	minor	good	false	Cursor	important	in_scope
FINDING_4	Cursor-Innovation	rejected	NO	false-positive	minor	adequate	false	Claude	NO	partially-true	major	adequate	false	Codex	NO	partially-true	minor	good	false	Cursor	important	in_scope
FINDING_5	Cursor-Pragmatic	rejected	NO	partially-true	minor	good	false	Claude	NO	partially-true	major	adequate	false	Codex	NO	partially-true	minor	good	false	Cursor	important	in_scope
FINDING_6	Cursor-Pragmatic	neutral	YES	true	major	good	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	minor	good	false	Cursor	important	oos
FINDING_7	Cursor-Pragmatic	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	in_scope
FINDING_8	Cursor-Requirements, Codex-Generic	neutral	YES	true	major	good	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	minor	good	false	Cursor	important	oos
FINDING_9	Cursor-dyn-Approval Gate Contract Auditor	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	major	adequate	false	Codex	NO	partially-true	minor	good	false	Cursor	important	in_scope
FINDING_10	Cursor-dyn-Approval Gate Contract Auditor	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	oos
OOS_1	Cursor-Arch	rejected	NO	true	nit	adequate	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	nit	oos
OOS_2	Cursor-Arch	neutral	YES	true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	weak	false	Cursor	latent	oos
OOS_3	Cursor-Innovation	accepted	YES	true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	minor	good	false	Cursor	latent	oos
