finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-tally-regression, Cursor-dyn-writer-scope	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Cursor-Arch, Cursor-dyn-tally-regression	accepted	NO	partially-true	minor	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Cursor-Innovation	neutral	NO	partially-true	minor	good	false	Claude	NO	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Cursor-dyn-tally-regression	neutral	NO	partially-true	minor	adequate	false	Claude	NO	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_6	Cursor-dyn-writer-scope	neutral	YES	true	major	excellent	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_7	Cursor-Innovation	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_8	Codex-Requirements	neutral	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	minor	good	false	Cursor	important
FINDING_9	Codex-dyn-writer-scope	neutral	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	minor	good	false	Cursor	important
OOS_1	Cursor-Innovation	accepted	YES	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	partially-true	minor	adequate	false	Cursor	latent
OOS_2	Cursor-Requirements	accepted	YES	partially-true	minor	adequate	true	Claude	NO	uncertain	minor	adequate	true	Codex	YES	true	minor	good	false	Cursor	latent
OOS_3	Cursor-dyn-tally-regression	neutral	YES	true	minor	good	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent
OOS_4	Cursor-dyn-writer-scope	rejected	NO	true	nit	adequate	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent
OOS_5	Cursor-Pragmatic	rejected	NO	true	nit	adequate	false	Claude	NO	partially-true	nit	adequate	false	Codex	NO	true	nit	weak	false	Cursor	nit
