schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	scripts/dispatch-with-waterfall.sh:324-337	Plan claims phase-2 launches are serialized within one dispatcher call; implementation backgrounds every phase-2 slot then waits once in collect_phase	Peer slots in the same fallback_group can both pass the empty ledger and launch duplicate Codex before any row is written; write+rename after success does not serialize concurrent launch_slot calls	Revise dispatch-with-waterfall.sh phase-2 loop to process fallback_group members sequentially (launch/wait/ledger per group) or add a pre-launch group lock; remove or correct the serialized phase-2 invariant in dispatch-with-waterfall.md and plan edge cases
1	in_scope	important	correctness	scripts/dispatch-with-waterfall.sh:227-303	Proposed dedup only consults/writes the ledger around phase-2 Codex fallback; no step records phase-1 OK rows for grouped slots	Motivating #2898 case: decomp-codex-* settles phase-1 Codex OK while decomp-cursor-* fails --require-result-pattern and needs phase-2 Codex; ledger empty so redundant Codex still runs	After each collect_phase (at least phase-1), append ledger rows for slots with fallback_group when STATUS is OK/cap_hit (tool + resolved output path); dedup scan must match group+tool across phases not only phase-2 launches
1	in_scope	important	correctness	skills/design/scripts/decompose-panel-dispatch.sh:131-142	Item C adds fallback_group to the manifest schema but Files to modify does not update the decompose panel jq rows that emit the 16 vendor slots	Dedup stays opt-out for every production caller; double Codex on narration-only fallback in decompose panel remains after the PR	Add --arg fallback_group "decomp-${_a}" (or the documented name) to both jq -nc manifest builders in decompose-panel-dispatch.sh; extend test-decompose-panel-dispatch.sh to assert the field is present
1	in_scope	important	risk-integration	scripts/lint-foreground-markers.sh:212-244	New parent-unset rule matches only lines containing the literal basename dispatch-with-waterfall.sh	Most callers invoke via "$WATERFALL_SH" / "$DISPATCH_WATERFALL_SH" / "$DISPATCH_SH" / "$DISPATCH_WATERFALL" (e.g. skills/design/scripts/decompose-panel-dispatch.sh:153, skills/review/scripts/dispatch-panel.sh:404); unset may be added but CI will not enforce it	Extend scan_shell_file_for_unset_before_nested_child to treat a line as an anchor when it invokes a variable assigned from *dispatch-with-waterfall.sh on an earlier line, or require literal script paths at call sites; add fixtures for variable-mediated invocations
1	in_scope	important	correctness	scripts/test-dispatch-with-waterfall.sh	Planned dedup tests describe two slots both failing primary then sharing one Codex fallback; they omit the accepted OOS scenario (peer phase-1 Codex OK + cursor slot phase-2 Codex)	Regression can pass while production decompose still double-bills Codex on the real failure mode	Add a case: slot A (codex primary) phase-1 OK with ## Recommendation, slot B (cursor primary) phase-1 pattern-miss, same fallback_group; assert zero extra Codex invocations and DEDUPE_REUSED_FROM pointing at A
1	in_scope	important	architecture	scripts/dispatch-with-waterfall.sh:77-124	Plan mentions a session mapping file but not parallel per-slot fallback_group storage alongside slot_names[]	Implementers may omit group lookup by slot index and break dedup at launch time	Add slot_fallback_groups+=() during manifest parse (jq -r '.fallback_group // empty'); skip ledger logic when empty
1	in_scope	nit	correctness	plan.txt:17	States decompose-panel-dispatch.sh has two dispatch-with-waterfall callsites; repo has one synchronous capture at line 153	Misleading implementer scope (unnecessary second unset hunt)	Correct the plan to a single callsite; keep decompose-aggregator.sh as a separate one-slot caller (no fallback_group unless later needed)
1	in_scope	latent	correctness	plan.txt:49-50	Ledger status value OK,reused embeds a comma inside the status column	Naive TSV parsers or grep for status=OK may miss reused rows or split fields wrong	Use a single-token status (reused) plus optional source_slot column, or document strict five-field tab parsing only
1	in_scope	nit	code-quality	scripts/dispatch-with-waterfall.sh:84-95	Optional fallback_group has no jq type guard when present	Non-string fallback_group could corrupt ledger keys or scans	Add jq elif for has("fallback_group") requiring a non-empty string, mirroring agent/prompt_file checks
1	out_of_scope	latent	architecture	BASH_AUTHORING.md:73	§4 parent-unset list still names only dispatch-plan-voters.sh; plan adds more parents via linter but not the canonical prose list	Drift between docs and enforced callers	Update §4 parent list when Item B lands (or reference lint-foreground-markers.md as authoritative)
