finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|cursor-specialist-edge-cases|dyn-dyn-bgjob-step3	accepted	YES	true	major	excellent	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness|codex-specialist-correctness|cursor-specialist-edge-cases|dyn-dyn-bgjob-step3	rejected	NO	false-positive	nit	adequate	false	codex-validity	NO	true	major	adequate	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	oos
FINDING_3	cursor-specialist-correctness|cursor-specialist-testing|dyn-dyn-bgjob-step3	rejected	NO	false-positive	minor	weak	false	codex-validity	NO	true	major	adequate	false	codex-plan-fidelity	NO	partially-true	minor	no-fix	false	codex-pragmatism	oos
FINDING_4	cursor-specialist-correctness|cursor-specialist-testing|dyn-dyn-bgjob-step3	rejected	NO	false-positive	nit	weak	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	nit	no-fix	false	codex-pragmatism	oos
FINDING_5	codex-specialist-edge-cases	accepted	NO	false-positive	minor	weak	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_6	codex-specialist-edge-cases	accepted	YES	true	major	good	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_7	codex-specialist-edge-cases	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_8	cursor-specialist-testing	rejected	NO	false-positive	minor	weak	false	codex-validity	NO	false-positive	minor	adequate	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	in_scope
FINDING_9	codex-specialist-testing|dyn-dyn-bgjob-step3	accepted	YES	true	major	good	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_10	dyn-dyn-bgjob-step3	rejected	NO	false-positive	nit	weak	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	oos
