finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-Orchestrator Wait Contract	rejected	NO	true	minor	adequate	false	Claude	NO	false-positive	nit	adequate	false	Codex	NO	partially-true	nit	good	false	Cursor	important	in_scope
FINDING_2	Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-Orchestrator Wait Contract	rejected	NO	true	minor	adequate	false	Claude	NO	false-positive	nit	adequate	false	Codex	NO	partially-true	nit	adequate	false	Cursor	important	in_scope
FINDING_3	Codex-Pragmatic	rejected	NO	partially-true	minor	weak	false	Claude	NO	true	major	adequate	false	Codex	NO	partially-true	nit	weak	false	Cursor	blocking	in_scope
FINDING_4	Cursor-Requirements, Codex-Requirements	rejected	NO	true	minor	adequate	false	Claude	NO	true	major	good	false	Codex	NO	true	minor	good	false	Cursor	important	in_scope
FINDING_5	Codex-dyn-Orchestrator Wait Contract	rejected	NO	true	nit	adequate	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	important	in_scope
FINDING_6	Cursor-dyn-Orchestrator Wait Contract	neutral	NO	partially-true	nit	adequate	false	Claude	NO	false-positive	nit	weak	false	Codex	YES	true	minor	excellent	false	Cursor	latent	in_scope
OOS_1	Cursor-Innovation	rejected	NO	true	nit	adequate	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_2	Codex-Innovation	rejected	NO	true	nit	adequate	false	Claude	NO	false-positive	nit	no-fix	false	Codex	NO	true	nit	excellent	false	Cursor	nit	oos
OOS_3	Cursor-Pragmatic	rejected	NO	true	nit	adequate	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_4	Cursor-Requirements	rejected	NO	true	nit	adequate	false	Claude	NO	false-positive	nit	weak	false	Codex	NO	partially-true	nit	adequate	false	Cursor	latent	oos
OOS_5	Cursor-Requirements	neutral	YES	true	minor	adequate	false	Claude	NO	true	major	good	false	Codex	NO	true	minor	good	false	Cursor	important	oos
OOS_6	Cursor-dyn-Orchestrator Wait Contract	rejected	NO	true	nit	adequate	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	nit	weak	false	Cursor	latent	oos
OOS_7	Cursor-dyn-Orchestrator Wait Contract	rejected	NO	true	nit	adequate	false	Claude	NO	true	major	good	false	Codex	NO	true	minor	good	false	Cursor	latent	oos
