finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Codex-Arch, Cursor-Innovation, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements, Codex-dyn-Workflow State Correctness	accepted	YES	true	major	adequate	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	blocking	in_scope
FINDING_2	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements	accepted	YES	partially-true	major	adequate	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	blocking	in_scope
FINDING_3	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Cursor-dyn-Workflow State Correctness, Codex-dyn-Workflow State Correctness	accepted	YES	partially-true	major	good	true	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	blocking	in_scope
FINDING_4	Cursor-Pragmatic, Cursor-dyn-Workflow State Correctness	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_5	Cursor-Pragmatic	rejected	NO	partially-true	minor	adequate	true	Claude	NO	partially-true	major	adequate	false	Codex	NO	partially-true	minor	good	false	Cursor	important	in_scope
FINDING_6	Cursor-Requirements, Cursor-dyn-Workflow State Correctness	neutral	YES	partially-true	major	good	false	Claude	NO	partially-true	major	good	false	Codex	NO	partially-true	minor	good	false	Cursor	important	in_scope
FINDING_7	Cursor-Requirements	accepted	YES	true	major	good	false	Claude	NO	partially-true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_8	Cursor-dyn-Workflow State Correctness	accepted	YES	true	major	adequate	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	blocking	in_scope
OOS_1	Cursor-Arch	neutral	YES	true	minor	adequate	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	important	oos
OOS_2	Cursor-Arch	rejected	NO	true	nit	adequate	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_3	Cursor-Arch	rejected	NO	true	nit	adequate	false	Claude	NO	false-positive	nit	weak	false	Codex	NO	partially-true	nit	weak	false	Cursor	nit	oos
OOS_4	Cursor-Pragmatic	accepted	YES	partially-true	minor	adequate	true	Claude	YES	true	minor	adequate	false	Codex	NO	partially-true	minor	good	false	Cursor	important	oos
OOS_5	Cursor-Pragmatic	neutral	NO	true	nit	weak	false	Claude	YES	true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_6	Cursor-Pragmatic	rejected	NO	true	nit	adequate	false	Claude	NO	partially-true	nit	weak	false	Codex	NO	true	nit	weak	false	Cursor	nit	oos
OOS_7	Cursor-Requirements	rejected	NO	true	nit	weak	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
