schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	scripts/rebase-push.sh:102-237 vs plan rebase-checkpoint-probe body	Plan and test case 6 say capture or stub REBASE_ERROR on stderr after rc=3, but rebase-push emits REBASE_ERROR via emit_kv (quiet FD3), which follows the same redirected stream as other skip/conflict markers, not stderr.	Wrapper parses empty stderr, mis-emits REBASE_OUTCOME=failed with wrong or empty REBASE_ERROR; offline test proves the wrong channel.	Parse the same temp file used for SKIPPED/CONFLICT KVs (post-quiet contract stream); stub harness emits REBASE_ERROR there; align .md with lib-quiet contract.
1	in_scope	important	risk-integration	scripts/append-execution-issue.sh:53-173 vs plan lib-phantom-probe.sh	Plan binds PHANTOM_APPEND_WARN_ERROR to captured stderr from append-execution-issue.sh, but failures use emit_kv FAILED/ERROR (quiet), not ordinary stderr.	Append-failure KV often empty or misleading despite real ERROR= lines; secondary warning contract not met in production.	Capture child quiet contract (e.g. command substitution or explicit contract-file read) or invoke append with a documented quiet-disable escape; document in lib-phantom-probe.md.
1	in_scope	important	correctness	scripts/test-implement-rebase-macro.sh:114-128 vs plan test pivot (E)	Plan marks invariant (E) unchanged, but (E) anchors the 7.r macro line via grep -nF on Apply the Rebase Checkpoint Macro, which disappears after the SKILL edit.	CI fails on (E) after otherwise-correct refactor, or implementer loosens (E) without documenting intent.	Update (E) to anchor on the new rebase-checkpoint-probe.sh 7.r invocation line and adjust the plan bullet to say (E) retargeted, not unchanged.
1	in_scope	important	risk-integration	skills/implement/SKILL.md:1178-1179,1370-1373,1464-1465 vs plan Region 2	Plan absorbs post-rebase phantom into rebase-checkpoint-probe.sh but never explicitly deletes existing After the macro run the Phantom Untracked Probe paragraphs after 4.r, 7.r, and 7a.r.	Double phantom probes and duplicate execution-issues warnings on those steps.	Add explicit SKILL edit bullets to remove those three post-macro probe paragraphs (and any fenced probe blocks tied to them).
1	in_scope	nit	code-quality	plan Region 1 sample fence (issue #2740 plan artifact)	The Region 1 SKILL example nests a bash fenced block inside an outer fenced block; pasted literally it breaks markdown structure.	Copy-paste implementer corrupts SKILL.md fences.	Replace the example with a single clean fence (banner + comment + one ```bash close) in the implementation notes.
1	in_scope	important	correctness	scripts/rebase-push.sh:102-237 plan rebase-checkpoint-probe body	Plan and test case 6 describe parsing REBASE_ERROR from captured stderr after rc=3, but rebase-push emits REBASE_ERROR via emit_kv on the quiet contract stream (FD3), same channel as SKIPPED and CONFLICT markers.	Wrapper reads empty stderr and emits wrong or empty REBASE_ERROR; stubbed test encodes the wrong contract.	Parse the captured contract stream file used for stdout markers; stub rebase-push there; document stream in rebase-checkpoint-probe.md.
1	in_scope	important	risk-integration	scripts/append-execution-issue.sh:53-173 plan lib-phantom-probe.sh	Plan binds PHANTOM_APPEND_WARN_ERROR to captured stderr from append-execution-issue.sh, but failures use emit_kv FAILED or emit_kv ERROR on the quiet contract, not ordinary stderr.	PHANTOM_APPEND_WARN_ERROR often empty in real runs despite failures; KV contract misleading.	Capture append child contract output or document a supported capture path; update lib-phantom-probe.md accordingly.
1	in_scope	important	correctness	scripts/test-implement-rebase-macro.sh:114-128 plan UPDATED test pivot	Plan states invariant (E) unchanged while (E) locates the 7.r macro via grep -nF on Apply the Rebase Checkpoint Macro, which the refactor removes.	CI fails on (E) after SKILL update or (E) is weakened without intent.	Retarget (E) to the new rebase-checkpoint-probe.sh 7.r line and revise the plan bullet to say (E) is updated.
1	in_scope	important	risk-integration	skills/implement/SKILL.md:1178-1179 skills/implement/SKILL.md:1370-1373 skills/implement/SKILL.md:1464-1465 plan Region 2	Plan folds post-rebase phantom into rebase-checkpoint-probe.sh but does not explicitly delete existing After the macro run the Phantom Untracked Probe paragraphs after 4.r 7.r and 7a.r.	Double phantom probes and duplicate Warnings entries on those steps.	Add explicit removal steps for those three post-macro paragraphs in the plan or implementation checklist.
1	in_scope	nit	code-quality	plan Region 1 sample fence issue 2740 design artifact	The Region 1 SKILL sample nests a bash fence inside another fence.	SKILL markdown breaks if copied literally.	Use a single clean bash fence in the authoritative edit spec.
