finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	neutral	NO	false-positive	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_2	Cursor-Arch	accepted	YES	true	major	good	false	Claude	YES	true	blocker	excellent	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_3	Cursor-Arch	accepted	YES	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_4	Cursor-Arch	rejected	NO	false-positive	uncertain	weak	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_5	Cursor-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_6	Cursor-Arch	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	blocker	excellent	false	Cursor	important
FINDING_7	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_8	Cursor-Innovation	rejected	NO	partially-true	minor	weak	false	Claude	NO	partially-true	minor	good	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_9	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	blocker	excellent	false	Codex	YES	true	blocker	excellent	false	Cursor	important
FINDING_10	Cursor-Innovation	neutral	NO	partially-true	minor	adequate	false	Claude	NO	false-positive	major	good	false	Codex	YES	true	blocker	excellent	false	Cursor	important
FINDING_11	Cursor-Pragmatic	accepted	YES	true	major	adequate	false	Claude	YES	true	blocker	excellent	false	Codex	YES	true	blocker	excellent	false	Cursor	important
FINDING_12	Codex-Generic	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	blocker	excellent	false	Cursor	important
FINDING_13	Codex-Generic	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Innovation	rejected	NO	partially-true	minor	weak	false	Claude	NO	true	nit	no-fix	false	Codex	NO	true	nit	weak	false	Cursor	latent
OOS_2	Cursor-Innovation	rejected	NO	true	nit	adequate	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	nit
