finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|cursor-specialist-edge-cases|cursor-specialist-testing|dyn-dyn-gatec-audit	rejected	NO	false-positive	nit	no-fix	false	codex-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	oos
FINDING_2	cursor-specialist-correctness|codex-specialist-correctness|cursor-specialist-edge-cases|codex-specialist-edge-cases|cursor-specialist-testing|codex-specialist-testing|dyn-dyn-gatec-audit	accepted	YES	true	major	good	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness|codex-specialist-edge-cases|dyn-dyn-gatec-audit	accepted	YES	partially-true	major	good	false	codex-validity	YES	partially-true	minor	good	true	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness|codex-specialist-correctness|cursor-specialist-edge-cases|codex-specialist-edge-cases|cursor-specialist-testing	neutral	NO	true	minor	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	oos
FINDING_5	cursor-specialist-correctness|dyn-dyn-gatec-audit	rejected	NO	true	nit	adequate	false	codex-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	oos
FINDING_6	cursor-specialist-correctness	rejected	NO	false-positive	nit	no-fix	false	codex-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	oos
FINDING_7	dyn-dyn-gatec-audit	rejected	NO	false-positive	nit	no-fix	false	codex-validity	NO	partially-true	nit	no-fix	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	oos
FINDING_8	cursor-specialist-edge-cases|cursor-specialist-testing	rejected	NO	true	minor	adequate	false	codex-validity	NO	partially-true	nit	no-fix	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	oos
FINDING_9	cursor-specialist-testing	rejected	NO	false-positive	minor	adequate	false	codex-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	in_scope
FINDING_10	cursor-specialist-testing	rejected	NO	true	minor	adequate	false	codex-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	oos
FINDING_11	dyn-dyn-gatec-audit	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_12	dyn-dyn-gatec-audit	neutral	YES	true	major	good	false	codex-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	oos
FINDING_13	dyn-dyn-gatec-audit	rejected	NO	true	minor	adequate	false	codex-validity	NO	partially-true	nit	no-fix	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	oos
FINDING_14	dyn-dyn-gatec-audit	rejected	NO	true	minor	adequate	false	codex-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	oos
