finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|cursor-specialist-edge-cases|cursor-specialist-testing	accepted	YES	true	major	excellent	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness	neutral	YES	true	minor	good	false	codex-validity	NO	false-positive	nit	adequate	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness|cursor-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	major	adequate	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_5	codex-specialist-correctness	accepted	YES	true	major	excellent	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_6	codex-specialist-correctness|cursor-specialist-edge-cases|codex-specialist-testing|dyn-dyn-dependency-migration	accepted	YES	true	major	excellent	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	in_scope
FINDING_7	codex-specialist-correctness|cursor-specialist-edge-cases|codex-specialist-edge-cases|dyn-dyn-dependency-migration	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	in_scope
FINDING_8	cursor-specialist-edge-cases	accepted	YES	true	major	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_9	cursor-specialist-correctness|dyn-dyn-dependency-migration	accepted	YES	true	major	excellent	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	in_scope
FINDING_10	dyn-dyn-dependency-migration	neutral	NO	partially-true	minor	good	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	oos
FINDING_11	codex-specialist-correctness	rejected	NO	false-positive	nit	good	false	codex-validity	NO	false-positive	nit	adequate	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	in_scope
FINDING_12	dyn-dyn-dependency-migration	rejected	NO	false-positive	nit	excellent	false	codex-validity	NO	false-positive	nit	good	false	codex-plan-fidelity	NO	false-positive	nit	good	false	codex-pragmatism	in_scope
FINDING_13	codex-specialist-testing	neutral	NO	partially-true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	in_scope
FINDING_14	cursor-specialist-correctness|cursor-specialist-testing|codex-specialist-testing|dyn-dyn-dependency-migration	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	in_scope
FINDING_15	cursor-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	in_scope
FINDING_16	cursor-specialist-testing	neutral	NO	true	nit	good	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	NO	partially-true	nit	good	false	codex-pragmatism	in_scope
FINDING_17	cursor-specialist-testing	neutral	NO	true	nit	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	partially-true	nit	good	false	codex-pragmatism	in_scope
FINDING_18	cursor-specialist-correctness	accepted	YES	true	nit	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	YES	true	nit	good	false	codex-pragmatism	oos
FINDING_19	cursor-specialist-correctness	rejected	NO	partially-true	minor	good	false	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	oos
FINDING_20	cursor-specialist-testing	accepted	YES	true	minor	adequate	false	codex-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	oos
FINDING_21	cursor-specialist-testing	rejected	NO	true	nit	adequate	false	codex-validity	NO	true	nit	adequate	false	codex-plan-fidelity	NO	true	nit	good	false	codex-pragmatism	oos
FINDING_22	cursor-specialist-testing	neutral	YES	true	minor	adequate	false	codex-validity	NO	true	nit	adequate	false	codex-plan-fidelity	NO	true	nit	good	false	codex-pragmatism	oos
FINDING_23	dyn-dyn-dependency-migration	rejected	NO	true	minor	excellent	false	codex-validity	NO	true	minor	excellent	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	oos
FINDING_24	dyn-dyn-dependency-migration	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	false-positive	nit	adequate	false	codex-plan-fidelity	NO	false-positive	nit	good	false	codex-pragmatism	oos
FINDING_25	dyn-dyn-dependency-migration	rejected	NO	true	nit	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	nit	good	false	codex-pragmatism	oos
