finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt	rejected	NO			adequate	true	NO	partially-true	minor	adequate	false	NO	partially-true	minor	good	false
FINDING_10	cursor-specialist-testing-output.txt	accepted	NO	true	minor	adequate	false	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_11	dyn-shell-cleanup-output.txt	rejected	NO	partially-true	minor	adequate	false	NO	true	minor	good	false	NO	partially-true		adequate	true
FINDING_12	dyn-shell-cleanup-output.txt	rejected	NO	true	nit	adequate	false	NO	true	nit	good	false	NO	true	nit	adequate	false
FINDING_13	dyn-shell-cleanup-output.txt	rejected	NO	true	nit	weak	false	NO	true	nit	weak	false	NO	true	nit	adequate	false
FINDING_14	dyn-shell-cleanup-output.txt	rejected	NO	true	nit	weak	false	NO	true	nit	no-fix	false	NO	true	nit	weak	false
FINDING_15	dyn-shell-cleanup-output.txt	rejected	NO		nit	no-fix	true	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_16	dyn-kv-protocol-output.txt	rejected	NO	true	minor	adequate	false	NO	true	minor	good	false	NO	true		good	true
FINDING_17	dyn-kv-protocol-output.txt	rejected	NO	partially-true	minor	adequate	false	NO	true	minor	good	false	NO	partially-true		good	true
FINDING_18	dyn-kv-protocol-output.txt	rejected	NO	partially-true	minor	adequate	false	NO	true	minor	adequate	false	NO	partially-true		good	true
FINDING_19	dyn-kv-protocol-output.txt	rejected	NO		nit	no-fix	true	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_2	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt	rejected	NO			adequate	true	NO	true	minor	good	false	NO	partially-true	minor	adequate	false
FINDING_20	dyn-kv-protocol-output.txt	rejected	NO		nit	no-fix	true	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_21	dyn-kv-protocol-output.txt	rejected	NO		nit	no-fix	true	NO	partially-true	nit	no-fix	false	NO	partially-true	nit	weak	false
FINDING_22	dyn-kv-protocol-output.txt	accepted	YES	true	minor	adequate	false	NO	true	minor	no-fix	false	YES	true	minor	adequate	false
FINDING_23	dyn-generated-alignment-output.txt	neutral	NO	true	minor	good	false	YES	true	minor	good	false	NO	true		good	true
FINDING_24	dyn-generated-alignment-output.txt	rejected	NO	true	minor	good	false	NO	true	minor	adequate	false	NO	true		good	true
FINDING_25	dyn-generated-alignment-output.txt	neutral	NO	true	minor	adequate	false	YES	true	minor	good	false	NO	true		good	true
FINDING_26	dyn-generated-alignment-output.txt	rejected	NO		nit	no-fix	true	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_3	cursor-specialist-correctness-output.txt|codex-specialist-testing-output.txt	rejected	NO	partially-true	minor	adequate	false	NO	true	nit	adequate	false	NO	partially-true		good	true
FINDING_4	cursor-specialist-correctness-output.txt	neutral	NO		nit	weak	true	NO	true	nit	weak	false	YES	true	minor	adequate	false
FINDING_5	codex-specialist-correctness-output.txt|codex-specialist-edge-cases-output.txt	accepted	NO	partially-true	minor	good	false	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_6	codex-specialist-correctness-output.txt	accepted	NO	true	nit	adequate	false	YES	true	nit	good	false	YES	true	nit	good	false
FINDING_7	codex-specialist-edge-cases-output.txt	accepted	NO	uncertain		adequate	true	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_8	cursor-specialist-testing-output.txt|codex-specialist-testing-output.txt	accepted	NO	true	minor	adequate	false	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_9	cursor-specialist-testing-output.txt|codex-specialist-testing-output.txt|dyn-kv-protocol-output.txt	accepted	NO	true	minor	adequate	false	YES	true	major	good	false	YES	true	major	excellent	false
