Reading the implementation plan and exploring referenced codebase paths for the architecture review.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/implement/scripts/test-step-7a.sh:444-478	Plan Item A §2 mislabels diagram-rejected and diagram-failure as empty-SKIP_REASON fallback cases	The rejected stub always prints SKIP_REASON (default pipe-in-node-label fence=mermaid line=7; failed default helper-error). After wiring kv_value into step-7a, assertions that still expect Code flow diagram not available. will fail and edge-case #1 prose is wrong	Add diagram-rejected (baseline) to Item A assertion updates; expect token-only or full stub value consistently; change diagram-failure assertion to helper-error (or empty stub) not the generic placeholder
2	in_scope	important	correctness	skills/implement/scripts/test-step-7a.sh:131-134	Harness generator stub emits metadata inside SKIP_REASON; production does not	Production generate-code-flow-diagram.sh:109 emits bare token only; stub rejected branch appends fence=mermaid line=7. Item A will surface non-production skip text in diagram-rejected* summaries and mask regressions in token extraction	Change stub to printf SKIP_REASON=%s\n with token only (match generator contract); assert token-only strings in diagram-rejected* cases
3	in_scope	important	correctness	scripts/ci-failed-jobs.sh:106-108	Item D sanitizes after the pre-check but edge case #2 assumes that guard catches post-sanitize empties	Control-byte-only gh job names pass [ -n "$raw_name" ], sanitize to empty, still increment count and emit TSV/KV rows with empty job_name (malformed path)	Sanitize first then [ -n "$raw_name" ] || continue, or add a second empty guard immediately after sanitization; fix edge-case #2 wording to match order
4	in_scope	nit	correctness	skills/implement/scripts/test-step-7a.md:11-16	Item B renames cases but leaves diagram-rejected* prose saying skips summary upsert	Harness already asserts tracking-issue-summary.sh runs (test-step-7a.sh:451-466). Post-PR md still misdocuments operator behavior for cases 5-8	While editing Item B, replace skips summary upsert with still posts placeholder summary (mirror diagram-failure-sanitizer fix in step 2)
5	in_scope	nit	architecture	scripts/lib-quiet.sh:95-104	Plan adds sanitize_diagnostic_line to lib-quiet.sh but does not update lib-quiet.md	New shared helper is undocumented next to larch_err/larch_errf; consumers will re-discover via grep only	Add a short lib-quiet.md bullet for sanitize_diagnostic_line (C0 strip, LC_ALL=C, use before larch_err for external lines)
6	in_scope	latent	correctness	scripts/sanitize-mermaid-fragment.sh:282-285	Item C rewrites WARNINGS_LOG token aggregation awk with no targeted harness	test-mermaid-fragments.sh never sets WARNINGS_LOG; embedded-= regression on line 283 would not fail CI	Add a minimal harness case (or extend test-mermaid-fragments) that runs the rejected path with --warnings-log and REASON_TOKEN=foo=bar, asserting warnings text contains foo=bar
7	out_of_scope	latent	security	scripts/ci-failed-jobs.sh:85-87	gh stderr newline splitting before per-line sanitize remains	Pre-existing multi-line larch_err injection if gh embeds newlines in one logical error; plan documents as out of scope	Track under existing OOS audit; optional stream cap or single-line collapse on gh failure path
8	out_of_scope	nit	architecture	scripts/ci-failed-jobs.md:49-55	Doc still describes sanitize_diagnostic_line as ci-failed-jobs-local after move to lib-quiet.sh	Readers look in wrong file after Item E/D	Point Diagnostic Sanitization section at scripts/lib-quiet.sh helper; note ci-failed-jobs parse-boundary call site

**1. correctness** (`skills/implement/scripts/test-step-7a.sh:444-478`) — Plan Item A §2 lists `diagram-rejected` and `diagram-failure` among cases that should keep the `"Code flow diagram not available."` placeholder. The harness stub always emits non-empty `SKIP_REASON` on `rejected` (line 134) and `failed` (line 138). After Item A, `kv_value` will populate `CODE_FLOW_SKIP_REASON` and summary assertions will fail unless updated; edge-case #1 in the plan is inaccurate for those cases.

**2. correctness** (`skills/implement/scripts/test-step-7a.sh:131-134`) — Production `generate-code-flow-diagram.sh:109` puts only the bare token in `SKIP_REASON`. The step-7a test stub appends ` fence=mermaid line=7` in the rejected branch. Item A couples harness assertions to `SKIP_REASON` without fixing the stub, so `diagram-rejected*` would validate metadata-suffixed text that production never writes.

**3. correctness** (`scripts/ci-failed-jobs.sh:106-108`) — Item D places `sanitize_diagnostic_line` after `[ -n "$raw_name" ] || continue` while edge case #2 claims that guard drops all-control-byte names post-sanitize. A control-only name passes the pre-check, sanitizes to empty, still hits `count=$((count + 1))` and emits malformed TSV/KV with an empty `job_name`. Sanitize before the empty guard, or re-check after sanitization.

**4. correctness** (`skills/implement/scripts/test-step-7a.md:11-16`) — Item B renames cases but does not fix diagram-rejected* descriptions that still say “skips summary upsert,” contradicting `test-step-7a.sh:451-466`.

**5. architecture** (`scripts/lib-quiet.sh:95-104`) — New shared `sanitize_diagnostic_line` belongs in `lib-quiet.md` alongside `larch_err` / `larch_errf`; the plan omits that doc touch.

**6. correctness** (`scripts/sanitize-mermaid-fragment.sh:282-285`) — Item C changes the WARNINGS_LOG aggregation awk; no harness exercises that path with embedded `=` in `REASON_TOKEN`.

**[OUT_OF_SCOPE] 7. security** (`scripts/ci-failed-jobs.sh:85-87`) — Newline-driven stderr splitting before per-line sanitize remains; plan acknowledges boundary.

**[OUT_OF_SCOPE] 8. architecture** (`scripts/ci-failed-jobs.md:49-55`) — After moving the helper to `lib-quiet.sh`, sibling doc should be repointed (doc-only follow-up).
