finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|codex-specialist-correctness|codex-specialist-edge-cases|codex-specialist-testing|cursor-specialist-plan-fidelity-auto|dyn-dyn-runlog-gate	accepted	YES	partially-true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness	neutral	NO	false-positive	major	weak	false	codex-validity	NO	false-positive	minor	adequate	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	oos
FINDING_3	cursor-specialist-correctness	rejected	NO	partially-true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness|cursor-specialist-testing|codex-specialist-testing|dyn-dyn-runlog-gate	neutral	NO	true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	oos
FINDING_5	codex-specialist-edge-cases|dyn-dyn-runlog-gate	rejected	NO	partially-true	minor	weak	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_6	cursor-specialist-testing	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_7	cursor-specialist-correctness|cursor-specialist-testing|dyn-dyn-runlog-gate	rejected	NO	false-positive	minor	weak	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	oos
FINDING_8	cursor-specialist-testing|dyn-dyn-runlog-gate	rejected	NO	true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	oos
FINDING_9	cursor-specialist-correctness|dyn-dyn-runlog-gate	rejected	NO	true	nit	weak	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	false-positive	nit	weak	false	codex-pragmatism	oos
FINDING_10	cursor-specialist-testing	rejected	NO	true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	oos
FINDING_11	cursor-specialist-testing	neutral	NO	true	nit	weak	false	codex-validity	NO	true	nit	good	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	oos
