finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness-output.txt	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	partially-true	major	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	in_scope
FINDING_2	dyn-dyn-step18-routing-output.txt	neutral	YES	true	major	excellent	false	cursor-validity	NO	partially-true	major	good	false	codex-plan-fidelity	NO	false-positive	major	good	false	codex-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness-output.txt|codex-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt|dyn-dyn-closeout-oos-output.txt	neutral	YES	true	major	excellent	false	cursor-validity	NO	partially-true	major	good	false	codex-plan-fidelity	NO	partially-true	major	good	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness-output.txt	rejected	NO	partially-true	nit	adequate	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	in_scope
FINDING_5	codex-specialist-correctness-output.txt|dyn-dyn-step18-routing-output.txt	neutral	YES	true	major	excellent	false	cursor-validity	NO	partially-true	major	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	in_scope
FINDING_6	codex-specialist-correctness-output.txt	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	partially-true	major	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	in_scope
FINDING_7	cursor-specialist-edge-cases-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	partially-true	major	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	in_scope
FINDING_8	cursor-specialist-edge-cases-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	partially-true	major	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	in_scope
FINDING_9	codex-specialist-edge-cases-output.txt	neutral	NO	false-positive	major	weak	false	cursor-validity	NO	false-positive	uncertain	weak	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	in_scope
FINDING_10	cursor-specialist-testing-output.txt	accepted	YES	true	minor	good	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_11	cursor-specialist-testing-output.txt	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	in_scope
FINDING_12	dyn-dyn-closeout-oos-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	in_scope
FINDING_13	dyn-dyn-closeout-oos-output.txt	rejected	NO	true	nit	good	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	partially-true	nit	good	false	codex-pragmatism	in_scope
FINDING_14	dyn-dyn-closeout-oos-output.txt	rejected	NO	true	nit	good	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	false-positive	nit	good	false	codex-pragmatism	in_scope
