finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	partially-true	minor	good	false	cursor-plan-fidelity	NO	true	nit	good	false	cursor-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	partially-true	minor	good	false	cursor-plan-fidelity	NO	partially-true	nit	good	false	cursor-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism	oos
FINDING_4	codex-specialist-edge-cases|codex-specialist-testing	rejected	NO	true	major	good	false	cursor-validity	NO	true	major	good	false	cursor-plan-fidelity	NO	true	major	good	false	cursor-pragmatism	in_scope
FINDING_5	dyn-dyn-rebase-routing	rejected	NO	partially-true	major	good	false	cursor-validity	NO	partially-true	major	excellent	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism	in_scope
FINDING_6	dyn-dyn-skill-contract	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	partially-true	minor	good	false	cursor-plan-fidelity	NO	partially-true	nit	adequate	false	cursor-pragmatism	in_scope
FINDING_7	dyn-dyn-skill-contract	rejected	NO	partially-true	minor	adequate	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	partially-true	nit	adequate	false	cursor-pragmatism	in_scope
FINDING_8	cursor-specialist-edge-cases	rejected	NO	partially-true	minor	adequate	false	cursor-validity	NO	partially-true	minor	adequate	false	cursor-plan-fidelity	NO	true	nit	weak	false	cursor-pragmatism	oos
FINDING_9	cursor-specialist-edge-cases|cursor-specialist-testing|dyn-dyn-rebase-routing	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism	oos
FINDING_10	cursor-specialist-testing|dyn-dyn-rebase-routing	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism	oos
FINDING_11	cursor-specialist-testing	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism	oos
FINDING_12	dyn-dyn-skill-contract	rejected	NO	partially-true	minor	adequate	false	cursor-validity	NO	partially-true	minor	good	false	cursor-plan-fidelity	NO	partially-true	nit	adequate	false	cursor-pragmatism	oos
FINDING_13	dyn-dyn-skill-contract	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism	oos
