finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|codex-specialist-correctness|cursor-specialist-edge-cases|codex-specialist-edge-cases|cursor-specialist-testing|dyn-dyn-bgjob-routing|cursor-specialist-plan-fidelity-auto	accepted	NO	uncertain	minor	adequate	true	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	partially-true	minor	good	false	codex-pragmatism	oos
FINDING_2	cursor-specialist-correctness|cursor-specialist-edge-cases|dyn-dyn-bgjob-routing	accepted	NO	false-positive	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness|cursor-specialist-edge-cases|cursor-specialist-testing|dyn-dyn-bgjob-routing	rejected	NO	false-positive	minor	good	false	codex-validity	NO	partially-true	nit	good	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	oos
FINDING_4	codex-specialist-edge-cases	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	oos
FINDING_5	cursor-specialist-testing|cursor-specialist-plan-fidelity-auto	neutral	NO	false-positive	minor	adequate	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	oos
FINDING_6	cursor-specialist-testing|cursor-specialist-plan-fidelity-auto|cursor-specialist-plan-fidelity-forced	neutral	NO	true	nit	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	oos
FINDING_7	codex-specialist-testing	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	in_scope
FINDING_8	codex-specialist-testing	neutral	NO	true	nit	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	in_scope
FINDING_9	cursor-specialist-plan-fidelity-auto|cursor-specialist-plan-fidelity-forced	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	true	nit	good	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	oos
FINDING_10	dyn-dyn-bgjob-routing	rejected	NO	false-positive	minor	good	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	oos
FINDING_11	dyn-dyn-bgjob-routing	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	oos
