finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_2	Codex-Arch	accepted	YES	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	blocking	in_scope
FINDING_3	Codex-Arch, Cursor-Pragmatic, Cursor-Requirements	accepted	NO	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_4	Cursor-Innovation, Cursor-Requirements	accepted	NO	partially-true	nit	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_5	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_6	Cursor-Innovation	neutral	NO	partially-true	minor	adequate	false	Claude					true	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_7	Cursor-Pragmatic	neutral	NO	partially-true	nit	weak	false	Claude					true	Codex	YES	true	minor	good	false	Cursor	important	in_scope
FINDING_8	Cursor-Requirements	neutral	NO	partially-true	nit	weak	false	Claude					true	Codex	YES	true	minor	good	false	Cursor	important	in_scope
OOS_1	Cursor-Arch	rejected	NO	true	nit	weak	false	Claude	NO	partially-true	nit	good	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_2	Cursor-Innovation	neutral	YES	true	minor	adequate	false	Claude	NO	partially-true	minor	good	false	Codex	NO	true	minor	good	false	Cursor	latent	oos
OOS_3	Cursor-Innovation	rejected	NO	true	nit	weak	false	Claude	NO	partially-true	nit	good	false	Codex	NO	true	nit	adequate	false	Cursor	nit	oos
OOS_4	Cursor-Requirements	rejected	NO	true	nit	weak	false	Claude	NO	partially-true	nit	good	false	Codex	NO	true	nit	adequate	false	Cursor	nit	oos
