finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|codex-generic-output.txt|dyn-migration-parity-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism
FINDING_2	cursor-specialist-correctness-output.txt	neutral	YES	true	minor	adequate	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true		adequate	true	cursor-pragmatism
FINDING_3	cursor-specialist-edge-cases-output.txt	neutral	YES	true	minor	adequate	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true		adequate	true	cursor-pragmatism
FINDING_4	cursor-specialist-edge-cases-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	good	false	cursor-plan-fidelity	NO	true	nit	good	false	cursor-pragmatism
FINDING_5	cursor-specialist-edge-cases-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_6	cursor-specialist-testing-output.txt	neutral	NO	true	minor	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_7	dyn-migration-parity-output.txt	neutral	NO	true	minor	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_8	dyn-migration-parity-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism
FINDING_9	dyn-migration-parity-output.txt	rejected	NO	true	minor	weak	false	cursor-validity	NO	true	minor	weak	false	cursor-plan-fidelity	NO	true		adequate	true	cursor-pragmatism
FINDING_10	dyn-retirement-hygiene-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	excellent	false	cursor-pragmatism
FINDING_11	dyn-retirement-hygiene-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	excellent	false	cursor-pragmatism
FINDING_12	dyn-retirement-hygiene-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism
FINDING_13	dyn-retirement-hygiene-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	weak	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
