finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch	accepted	YES	true	nit	adequate	false	Claude	YES	true	nit	good	false	Codex	YES	true	nit	good	false	Cursor
FINDING_2	Cursor-Arch	accepted	YES	true	minor	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_3	Cursor-Arch	accepted	YES	true	nit	adequate	false	Claude	EXONERATE	partially-true	nit	adequate	false	Codex	YES	true	nit	good	false	Cursor
FINDING_4	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_5	Codex-Arch	accepted	YES	true	minor	good	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	nit	excellent	false	Cursor
FINDING_6	Cursor-Edge, Cursor-Edge	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_7	Cursor-Edge, Cursor-Edge	accepted	YES	true	minor	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_8	Cursor-Edge, Cursor-Edge	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	adequate	false	Codex	EXONERATE	true	major	adequate	false	Cursor
FINDING_9	Codex-Edge	accepted	YES	true	major	good	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_10	Codex-Edge	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_11	Codex-Edge	accepted	YES	true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	EXONERATE	true	major	adequate	false	Cursor
FINDING_12	Cursor-Innovation	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_13	Codex-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_14	Codex-Innovation	accepted	YES	true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	EXONERATE	partially-true	major	adequate	false	Cursor
FINDING_15	Codex-Innovation	exonerated	EXONERATE	true	nit	adequate	false	Claude	EXONERATE	true	nit	weak	false	Codex	EXONERATE	true	nit	adequate	false	Cursor
FINDING_16	Cursor-Pragmatic	accepted	YES	true	minor	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_17	Codex-Pragmatic	accepted	YES	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	EXONERATE	partially-true	major	adequate	false	Cursor
FINDING_18	Cursor-Requirements	accepted	YES	true	minor	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_19	Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_20	Cursor-dyn-doc-sync	accepted	YES	true	nit	adequate	false	Claude	YES	true	nit	good	false	Codex	YES	true	nit	good	false	Cursor
FINDING_21	Cursor-dyn-insertion-anchor	accepted	YES	true	minor	good	false	Claude	YES	partially-true	minor	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_22	Codex-dyn-insertion-anchor	accepted	YES	true	nit	good	false	Claude	YES	true	nit	excellent	false	Codex	YES	true	nit	good	false	Cursor
OOS_1	Cursor-Arch	accepted	YES	true	major	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor
OOS_2	Cursor-Edge	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	adequate	false	Codex	EXONERATE	true	minor	adequate	false	Cursor
OOS_3	Cursor-Edge	accepted	YES	true	minor	adequate	false	Claude	EXONERATE	true	nit	adequate	false	Codex	YES	true	minor	good	false	Cursor
OOS_4	Codex-Pragmatic	accepted	YES	true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	minor	adequate	false	Cursor
