finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Codex-Arch	accepted	YES	true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_2	Cursor-Innovation, Cursor-Pragmatic	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Cursor-Innovation	neutral	NO	partially-true	minor	good	false	Claude	NO	partially-true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Requirements, Cursor-dyn-bash-shell-parity	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Codex-Requirements	accepted	YES	partially-true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_6	Cursor-dyn-bash-shell-parity, Codex-dyn-bash-shell-parity	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_7	Cursor-dyn-bash-shell-parity	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	important
FINDING_8	Cursor-dyn-bash-shell-parity	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_9	Codex-dyn-bash-shell-parity, Cursor-dyn-cutover-sweep-gaps	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_10	Codex-dyn-cutover-sweep-gaps	neutral	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_11	Codex-dyn-cutover-sweep-gaps, Cursor-dyn-partition-scope-drift	accepted	NO	partially-true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_12	Cursor-Arch	accepted	NO	partially-true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_13	Cursor-dyn-partition-scope-drift	rejected	NO	false-positive	minor	weak	false	Claude	NO	false-positive	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_14	Codex-dyn-partition-scope-drift	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Innovation	rejected	NO	partially-true	nit	adequate	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	nit
OOS_2	Cursor-Innovation	rejected	NO	partially-true	nit	adequate	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	nit
