Reviewing the implementation plan and validating proposed changes against the codebase.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	architecture	scripts/larch-log.sh:452-510	Commit subcommand only copies the staged log-root tree; it never ingests per-run tmpdir breadcrumb NDJSON	The plan extends commit to walk $RUN_DIR/breadcrumbs/, but breadcrumbs live under $IMPLEMENT_TMPDIR/breadcrumbs/ (or $DESIGN_TMPDIR/breadcrumbs/) until explicitly written; commit never reads skill tmpdirs, so committed larch-logs/<run-id>/breadcrumbs/ stays empty despite non-empty tmpdir streams	Add a write --batch breadcrumbs --input-dir <tmpdir>/breadcrumbs branch (per prior design wire format), call it from design-log-publish.sh, refresh-run-logs.sh, and implement Step 7a/flush paths before commit; keep commit as a git staging step only
2	in_scope	important	correctness	scripts/larch-log-batches.sh:6-34	Proposed batch row uses a non-existent sanitizer-required token and no .dir extension hook	test-larch-logs-batches.sh only allows sanitizers none|mermaid|plan-goals|json-lines|json-object and extensions .md|.txt|.ndjson|.json|.jsonl; larch_log_batch_path cannot represent a directory batch without a new extension branch	Register breadcrumbs with extension .dir (or similar), sanitizer none, and implement directory-walk plus per-file streaming redaction inside larch-log.sh write; update scripts/test-larch-logs-batches.sh expected slug list and sanitizer cases
3	in_scope	important	correctness	scripts/test-larch-logs-batches.sh:15-41	Hard-coded batch slug list omits breadcrumbs	Adding a breadcrumbs row without updating this harness breaks make test-larch-logs-batches on shard 5	Append breadcrumbs to the expected list and add explicit extension/mode/sanitizer assertions for the new row
4	in_scope	important	correctness	scripts/ci-wait.sh:184-282	Progress migration from larch_errf to emit_breadcrumb can silence stderr under larch_quiet_init	ci-wait always calls larch_quiet_init; larch_errf writes to FD4 (visible stderr) while emit_breadcrumb without LARCH_BREADCRUMB_STREAM prints to redirected stdout (quiet log) unless LARCH_QUIET_BREADCRUMBS is set—breaking the plan’s stream-unset stderr parity test unless handled	Keep poll dots/progress on larch_errf (or larch_err to FD4) when LARCH_BREADCRUMB_STREAM is unset; only use emit_breadcrumb --category=wait-ci when the stream env is set (or route human text to FD4 explicitly)
5	in_scope	important	correctness	scripts/test-larch-log.sh:122-128	Planned breadcrumb tests assume commit ingests tmpdir breadcrumbs	Harness tests place breadcrumbs/foo.ndjson under a synthetic RUN_DIR then call commit; with current router semantics nothing copies/redacts into LARCH_LOG_ROOT before commit	Implement and test via larch-log.sh write --batch breadcrumbs --input-dir … (then optional commit), asserting redacted output under $LARCH_LOG_ROOT/.../breadcrumbs/ and fail-closed non-zero exit on redactor failure
6	in_scope	important	security	scripts/larch-log.sh:229-258	Directory redaction lacks atomic per-file publish before fail-closed abort	Fail-closed on redactor error is undermined if output is opened directly at the final breadcrumbs/<basename> path; a non-zero exit can leave a partial committed file in the staging tree	Use mktemp under the run directory (or TMPDIR) per input file, stream-redact into the temp, mv -f only on success; on failure emit a clear error and skip mv so no partial breadcrumbs/ artifacts exist
7	in_scope	important	risk-integration	scripts/design-log-publish.sh:257-315	Design publish path never stages breadcrumbs/ subdirectory	design-log-publish enumerates depth-1 DESIGN_TMPDIR files and render-cache only; background collect-agent-results streams under $DESIGN_TMPDIR/breadcrumbs/*.ndjson are dropped on publish even if larch-log gains a writer	After init, invoke larch-log.sh write --batch breadcrumbs --input-dir "$DESIGN_TMPDIR/breadcrumbs" --session-tmpdir "$DESIGN_TMPDIR" (best-effort or fail-closed per chosen policy) before git add of larch-logs/design/<run-id>/
8	in_scope	important	risk-integration	scripts/refresh-run-logs.sh:76-136	Implement refresh/commit path never flushes breadcrumb NDJSON	refresh-run-logs writes token-report, timing-report, and session-transcript then commit; IMPLEMENT_TMPDIR/breadcrumbs/*.ndjson from ship-pr/step5/step2 backgrounds are never copied into $IMPLEMENT_TMPDIR/larch-logs before commit	Add larch-log.sh write --batch breadcrumbs --input-dir "$IMPL_TMPDIR/breadcrumbs" (and re-flush execution-issues if warnings are appended) in the same pre-commit block as the other write calls
9	in_scope	nit	architecture	scripts/larch-log.md:17-41	Batch registry docs not listed for update	Plan updates docs/run-logs.md and SECURITY.md but not scripts/larch-log.md / larch-log-batches.md sync called out in larch-log-batches.md:34-35	Document breadcrumbs .dir batch, --input-dir, *.ndjson-only filter, symlink rejection, and fail-closed redaction in scripts/larch-log.md and extend scripts/larch-log-batches.md accordingly
10	in_scope	nit	architecture	agent-lint.toml:327-333	Runtime breadcrumb scripts still absent from allow-list	Plan says breadcrumb-monitor.sh and lib-redact-streaming.sh already share allow-list entries, but only test-breadcrumb-monitor.{sh,md} are listed; new lib-redact-streaming.md is planned without guaranteed coverage for the .sh siblings	Add allow-list entries (with comment blocks) for scripts/breadcrumb-monitor.sh, scripts/breadcrumb-monitor.md, scripts/lib-redact-streaming.sh, and scripts/lib-redact-streaming.md if agent-lint reports them unreachable
